[Mm^3],Albania,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Italy,Kosovo,Latvia,Lithuania,Luxembourg,Malta,Moldova,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Turkey,Ukraine,United Kingdom
2023-05 ,0.0,516600.247,101772.9,94273.193,30768.222,0.0,161735.146,0.0,0.0,0.0,457591.99199999997,0.0,1284116.0,9048.514,748055.6,0.0,0.0,2246138.6,0.0,74965.022,11201.4,0.0,3026.592,1235.8999999999999,0.0,690285.219,89.133,6777.101000000001,684128.679,61453.721999999994,130631.0,49797.0,301885.35,0.0,285139.245,1564.585,354126.22,0.0,0.0
2023-06 ,0.0,565408.645,110621.4,96382.813,34205.772,0.0,208804.222,0.0,0.0,0.0,575855.769,0.0,1402282.0,6509.522999999999,796061.7,0.0,0.0,2369538.2,0.0,93082.23800000001,12894.6,0.0,2375.4269999999997,1181.6,0.0,782305.071,82.288,5723.975,712846.156,58761.195,157104.0,52878.0,330765.887,0.0,276125.05799999996,1343.5230000000001,376598.35,0.0,0.0
2023-07 ,0.0,609678.269,117402.29999999999,96864.296,36759.457,0.0,240051.95,0.0,0.0,0.0,699247.7119999999,0.0,1514700.0,8253.927,854121.3,0.0,0.0,2463769.2,0.0,110719.803,16722.1,0.0,4089.218,1245.6,0.0,885933.173,82.214,3698.212,763804.989,54313.089,180844.0,54438.0,361163.30999999994,0.0,271639.40300000005,1164.486,391132.18,0.0,0.0
2023-08 ,0.0,648944.2790000001,126761.4,98224.389,37484.623,0.0,255509.061,0.0,0.0,0.0,847972.52,0.0,1638490.0,11045.443,917379.2,0.0,0.0,2546074.7,0.0,128180.315,21947.5,0.0,3477.557,1585.6,0.0,972332.897,82.327,6726.874000000001,811393.688,59284.64600000001,206580.0,56759.0,386321.976,0.0,574573.806,1179.717,404891.73,0.0,0.0
2023-09 ,0.0,1096721.724,130967.7,100115.083,40318.583,0.0,265208.172,0.0,0.0,0.0,934576.7150000001,0.0,1718938.0,8920.2,968287.1,0.0,0.0,2613326.7,0.0,145562.94199999998,24639.9,0.0,2986.149,1683.4,0.0,1011359.1359999999,82.166,8304.049,847055.1919999999,60703.081000000006,232066.0,59041.0,398632.45,0.0,0.0,1375.414,420997.722,0.0,0.0
2023-10 ,0.0,1121238.391,134228.8,101001.079,40396.58899999999,0.0,272640.64,0.0,0.0,0.0,979395.8319999999,0.0,1778687.0,9718.095,996797.5,0.0,0.0,2663531.1,0.0,156475.95500000002,24566.7,0.0,2854.754,1576.9,0.0,1029141.525,82.508,6273.916,0.0,61171.447,250317.0,60030.0,402307.69200000004,0.0,0.0,1584.041,426005.837,0.0,0.0
2023-11 ,0.0,1129615.2310000001,133530.8,99737.624,36413.917,0.0,269659.45700000005,0.0,0.0,0.0,992218.4199999999,0.0,1789424.0,8908.695,997104.0,0.0,0.0,2652583.1,0.0,154235.749,26283.5,0.0,3163.495,1566.0,0.0,1020105.087,83.452,7119.367,0.0,64129.775,249750.0,59878.0,394893.073,0.0,0.0,1967.6659999999997,421442.996,0.0,0.0
2023-12 ,0.0,1106538.654,128716.29999999999,96372.79000000001,31310.255999999998,0.0,254074.38400000002,68733.25200000001,0.0,0.0,913250.5900000001,0.0,1709721.0,6603.084,968707.8999999999,0.0,0.0,2528362.4,0.0,140305.818,22979.1,0.0,3715.4840000000004,1508.3,0.0,936099.3500000001,82.54400000000001,6850.7880000000005,0.0,41760.051999999996,225286.0,57519.0,369572.55700000003,0.0,0.0,2638.62,423669.961,0.0,0.0
2024-01 ,0.0,1051647.029,116247.8,91440.133,25917.648,0.0,221902.339,175655.948,0.0,10045.0,730604.852,0.0,1509153.0,7385.009,919075.5,0.0,0.0,2319881.2,0.0,117182.734,14968.6,0.0,4070.1040000000003,1598.0949999999998,0.0,790132.462,0.0,7679.87,0.0,43147.471999999994,0.0,52079.0,344725.663,0.0,544666.588,2912.708,419086.211,0.0,0.0
2024-02 ,0.0,998585.855,104569.9,58817.01,11409.476,0.0,98983.906,167101.863,0.0,10174.0,533576.639,0.0,0.0,8424.501,0.0,0.0,0.0,480734.5,0.0,95709.43,12376.9,0.0,4266.265,0.0,0.0,670471.802,0.0,0.0,0.0,23057.0,0.0,0.0,332347.234,0.0,0.0,2934.852,415989.17299999995,0.0,0.0
