freq,siec,unit,geo\TIME_PERIOD	2016-01 	2016-02 	2016-03 	2016-04 	2016-05 	2016-06 	2016-07 	2016-08 	2016-09 	2016-10 	2016-11 	2016-12 	2017-01 	2017-02 	2017-03 	2017-04 	2017-05 	2017-06 	2017-07 	2017-08 	2017-09 	2017-10 	2017-11 	2017-12 	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 
M,RA110,GWH,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.593 	51.527 	109.703 	33.915 	11.871 	19.873 	12.777 	39.981 	64.635 	92.406 	86.920 	107.354 	142.008 	110.691 	73.565 	69.213 	31.332 	7.822 	1.237 	17.901 	20.743 	28.842 	56.895 	126.794 	66.921 	87.382 	116.656 	52.515 	21.100 	39.330 	15.563 	56.399 	67.098 	117.810 	112.473 	124.294 	103.913 	115.074 	124.905 	33.097 	9.168 	10.480 	43.975 	69.187 	58.936 	82.681 	136.157 	135.591 	130.497 	124.087 	87.498 	44.241 	39.392 	14.573 	10.434 	36.344 	18.504 	69.478 	71.347 	96.131 	93.995 	96.923 	88.177 	31.822 	20.650 	14.214 	17.397 	5.972 	23.829 	97.012 	124.389 	85.751 	120.827 	54.950 	81.539 	85.637 	40.152 	7.295 	59.903 	89.003 	55.311 	101.182 	114.670 	121.856 	131.741 	: 
M,RA110,GWH,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1192.853 	1101.114 	1245.673 	1144.716 	1169.435 	1141.301 	1167.280 	1194.670 	1158.467 	1168.689 	1167.427 	1207.097 	1211.393 	1086.898 	1184.261 	1117.294 	1167.679 	1098.517 	1138.421 	1146.522 	1126.900 	1173.670 	1164.594 	1194.758 	1187.534 	1093.213 	1226.739 	1145.907 	1193.355 	1086.732 	1077.341 	1033.157 	1054.357 	1124.154 	1083.935 	1155.040 	1152.171 	1084.788 	1178.703 	1067.405 	1064.856 	1006.551 	1070.932 	1079.013 	1087.563 	1120.816 	1090.117 	1157.028 	1152.232 	1025.327 	1157.009 	1109.880 	1182.972 	1103.038 	1105.859 	1141.737 	1149.353 	1226.459 	1214.416 	1235.719 	1219.673 	1068.500 	1128.297 	1126.304 	1232.743 	1140.135 	1183.399 	1214.331 	1205.639 	1241.609 	1185.477 	1249.450 	1261.661 	1126.093 	1266.629 	1172.165 	1213.277 	1149.833 	1163.033 	1178.312 	1194.655 	1186.671 	1141.455 	1167.068 	1133.352 	1072.933 
M,RA110,GWH,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2610.000 e	2095.000 e	2509.000 e	2577.000 e	3747.000 e	4592.000 e	4337.000 e	3755.000 e	3383.000 e	2100.000 e	1918.000 e	2119.000 e	2568.000 e	2461.000 e	2978.000 e	4456.000 e	6371.000 e	5917.000 	4869.000 	4193.000 	3323.000 	2683.000 	4417.000 	3407.000 	2631.000 e	2478.000 e	1972.000 e	3100.000 e	4504.000 e	5811.000 e	5326.000 e	4419.000 e	3500.000 e	2716.000 e	4478.000 e	4255.000 e	3306.000 e	2538.000 e	2655.000 e	3421.000 e	5002.000 e	5316.000 e	4716.000 e	4210.000 e	3905.000 e	4276.000 e	3303.000 e	3428.000 e	3607.000 e	3349.000 e	3015.000 e	2989.000 e	4458.000 e	5544.000 e	5162.000 e	4686.000 e	2965.000 e	2918.000 e	2724.000 e	2830.000 e	2331.000 e	1557.000 e	1453.000 e	1693.000 e	3136.000 	3401.000 e	3351.000 e	2604.000 e	2061.000 e	1780.000 e	2239.000 e	2295.000 e	2048.000 e	1527.000 e	1599.000 e	1519.000 e	4141.000 e	4875.000 e	4335.000 e	3880.000 e	3543.000 e	3264.000 e	4121.000 e	3281.000 e	: 	: 
M,RA110,GWH,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.320 	41.632 	80.328 	56.955 	48.788 	49.050 	30.785 	27.916 	37.057 	51.156 	66.720 	62.901 	56.765 	53.594 	58.711 	63.892 	35.997 	17.636 	23.027 	18.789 	18.190 	22.580 	26.650 	31.162 	40.135 	48.361 	51.518 	34.436 	26.363 	18.940 	13.510 	14.800 	14.800 	22.600 	26.407 	28.430 	36.955 	38.770 	40.563 	27.553 	24.524 	22.859 	17.083 	12.392 	14.588 	17.882 	21.301 	22.560 	26.887 	28.632 	49.275 	36.803 	41.104 	26.009 	20.583 	20.327 	26.446 	30.644 	33.062 	39.804 	52.113 	63.505 	57.717 	42.993 	45.378 	42.772 	34.027 	24.469 	18.079 	24.364 	26.134 	28.483 	64.981 	56.724 	62.849 	56.534 	36.505 	19.556 	18.109 	18.742 	16.674 	22.994 	33.209 	39.152 	45.097 	: 
M,RA110,GWH,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.868 	11.972 	14.617 	4.973 	4.426 	2.018 	1.863 	2.056 	3.384 	4.727 	9.870 	16.749 	14.965 	12.800 	13.746 	11.167 	6.982 	7.700 	2.124 	1.340 	0.917 	1.024 	1.686 	14.324 	13.390 	14.629 	15.398 	7.773 	7.701 	4.035 	1.199 	1.688 	1.025 	6.933 	12.806 	16.515 	14.819 e	15.326 e	15.612 e	6.153 e	4.378 e	3.920 e	1.715 e	0.828 e	1.381 e	1.823 e	11.678 e	11.885 e	15.967 e	12.563 e	12.382 e	8.185 e	10.250 e	7.099 e	9.470 e	5.515 e	2.570 e	2.793 e	5.712 e	10.746 e	11.979 e	11.507 e	6.486 e	6.902 e	3.257 e	1.849 e	0.778 e	0.559 e	0.848 e	3.505 e	5.838 e	7.620 e	13.755 e	6.626 e	11.214 e	10.966 e	6.369 e	1.561 e	0.944 e	3.063 e	3.551 e	4.535 e	12.503 e	11.879 e	: 	: 
M,RA110,GWH,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	85.000 	151.000 	387.000 	296.000 	172.000 	76.000 	65.000 	87.000 	77.000 	154.000 	271.000 	275.000 	396.000 	365.000 	486.000 	215.000 	215.000 	168.000 	115.000 	75.000 	110.000 	116.000 	148.000 	177.000 	193.000 	195.000 	398.000 	511.000 	432.000 	186.000 	75.000 	72.000 	81.000 	95.000 	172.000 	281.000 	234.000 	317.000 	361.000 	567.000 	317.000 	217.000 	142.000 	82.000 	58.000 	120.000 	158.000 	161.000 	647.000 	370.000 	577.000 	902.000 	283.000 	84.000 	58.000 	78.000 	69.000 	106.000 	262.000 	342.000 	340.000 	386.000 
M,RA110,GWH,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	3.480 	10.857 	11.704 	6.732 	3.378 	3.745 	3.584 	3.271 	3.120 	2.959 	9.388 	7.297 	7.483 	9.003 	9.118 	4.939 	2.356 	2.421 	4.941 	4.508 	2.887 	2.545 	2.556 	2.649 	7.245 	3.028 	3.073 	2.578 	2.520 	2.550 	4.597 	4.742 	4.818 	4.346 	8.211 	8.120 	11.794 	6.802 	9.048 	3.258 	2.528 	2.873 	3.770 	3.223 	3.819 	: 
M,RA110,GWH,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66.000 	131.000 	142.000 	80.000 	67.000 	48.000 	30.000 	39.000 	5.000 	29.000 	118.000 	277.000 	230.000 	313.000 	360.000 	327.000 	189.000 	81.000 	97.000 	114.000 	58.000 	61.000 	130.000 	177.000 	142.968 	162.640 	93.117 	80.181 	162.256 	142.180 	91.926 	86.674 	94.030 	33.315 	221.807 	310.005 	208.991 	130.747 	169.583 	37.182 	37.247 	34.218 	80.812 	65.862 	97.524 	186.141 	178.124 	213.070 	330.301 	328.076 	280.473 	173.794 	152.260 	108.034 	86.806 	77.418 	49.427 	71.581 	105.886 	235.556 	169.644 	140.635 	148.749 	151.060 	112.302 	90.751 	58.176 	43.056 	33.419 	19.404 	132.883 	336.543 	287.005 	263.001 	278.734 	146.111 	276.389 	132.418 	93.703 	68.290 	59.886 	63.703 	255.259 	285.343 	: 	: 
M,RA110,GWH,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	167.183 	96.557 	83.312 	98.695 	72.608 	54.820 	74.919 	77.435 	37.335 	60.235 	112.164 	157.246 	112.450 	191.285 	226.125 	208.306 	204.112 	152.589 	158.381 	112.410 	101.708 	76.505 	114.371 	116.254 	134.629 	100.616 	82.742 	107.747 	118.339 	90.225 	100.121 	92.834 	54.697 	69.576 	86.120 	117.363 	116.232 	67.913 	146.479 	139.129 	124.951 	119.574 	146.129 	181.554 	71.568 	58.610 	31.499 	68.265 	175.184 	180.358 	184.423 	107.948 	124.467 	110.640 	117.848 	128.596 	47.363 	67.407 	69.728 	132.268 	150.989 	59.091 	93.005 	172.484 	137.068 	90.921 	100.010 	90.376 	88.758 	94.205 	107.092 	156.214 	185.467 	156.049 	179.438 	148.135 	129.014 	107.335 	134.097 	105.709 	75.673 	97.116 	132.298 	167.556 	: 	: 
M,RA110,GWH,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
M,RA110,GWH,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.000 e	11.000 e	14.000 e	3.000 e	2.000 e	1.000 e	2.000 e	1.000 e	2.000 e	3.000 e	8.000 e	5.000 e	5.000 e	5.000 e	5.000 e	13.000 e	13.000 e	13.000 e	1.000 e	5.000 e	5.000 	3.000 	8.000 	10.000 	10.434 	8.055 	8.892 	8.459 	8.446 	6.403 	0.976 	1.025 	0.506 	4.763 e	8.043 	8.180 	10.648 	2.405 	5.751 	6.620 	3.700 	2.405 	1.152 	0.077 	0.666 	2.648 	2.757 	7.237 	7.390 	4.237 	11.735 	8.157 	9.451 	8.983 	8.008 	10.202 	3.405 	3.300 	3.430 	5.043 	9.476 	9.760 	10.738 	9.614 	2.855 	2.234 	0.553 	0.071 	0.771 	0.633 	1.148 	2.144 	11.713 	9.916 	12.297 	10.645 	10.086 	1.954 	1.624 	3.792 	0.854 	1.217 	2.705 	1.224 	: 	: 
M,RA110,GWH,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14307.998 	12253.199 	11913.459 	10798.936 	10702.521 	10658.400 	10162.471 	10598.674 	10657.938 	11616.428 	12733.056 	13736.337 	14254.845 	13544.445 	12835.822 	9868.561 	9748.870 	9150.942 	8739.278 	9941.738 	10406.832 	12440.339 	12622.515 	12466.921 	13352.318 	10703.196 	10282.011 	9233.290 	9158.491 	8841.670 	9207.172 	9502.836 	10164.295 	10686.424 	11621.825 	10947.563 	11846.377 	11510.768 	12736.986 	11513.663 	11053.627 	9986.742 	10383.559 	10754.624 	10871.533 	12672.107 	11723.286 	14283.430 	15692.330 	12653.113 	11990.284 	11016.010 	11234.914 	10506.022 	9940.090 	9233.242 	9677.024 	10427.758 	12596.636 	13845.016 	12870.976 	11039.509 	12487.038 	9794.495 	9412.596 	10462.342 	9381.972 	9263.588 	7242.480 	9340.943 	12257.388 	12805.235 	11890.046 	11746.791 	12507.974 	10453.254 	9791.360 	10418.693 	10586.685 	11155.224 	10617.742 	11564.272 	12215.193 	11908.773 	13039.251 	: 
M,RA110,GWH,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180.795 	174.763 	301.078 	271.324 	262.642 	141.681 	133.974 	118.913 	190.403 	215.112 	268.419 	297.204 	287.787 	223.596 	223.903 	246.126 	161.964 	111.806 	164.867 	116.015 	88.828 	95.382 	101.021 	129.681 	206.633 	209.334 	258.793 	182.105 	260.847 	186.643 	94.581 	96.413 	92.777 	106.011 	115.494 	128.641 	153.280 	214.975 	226.036 	130.490 	144.627 	238.714 	211.207 	118.638 	119.890 	211.851 	183.939 	146.983 	191.361 	212.977 	271.322 	260.250 	269.339 	148.783 	158.027 	174.098 	218.831 	156.090 	125.769 	148.264 	229.648 	254.519 	214.125 	249.893 	179.533 	122.712 	98.402 	104.694 	124.306 	149.103 	114.846 	150.713 	223.505 	263.804 	299.042 	287.068 	230.113 	146.396 	118.804 	160.653 	123.972 	124.037 	194.840 	254.880 	309.043 	: 
M,RA110,GWH,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	698.680 	870.665 	794.045 	407.127 	380.330 	321.798 	232.636 	271.429 	226.613 	188.000 	192.000 	305.000 	449.000 	544.000 	1963.000 	1902.000 	905.000 	870.000 	741.000 	496.000 	575.000 	336.000 	655.000 	933.000 	672.000 	688.000 	657.000 	620.000 	416.423 	204.271 	330.780 	319.408 	439.156 	344.178 	656.601 	1813.174 	1726.784 	1371.646 	1019.219 	1049.490 	815.900 	503.821 	289.999 	324.452 	470.832 	716.820 	1066.261 	1217.826 	1316.361 	2077.702 	1550.975 	912.651 	529.713 	620.502 	666.545 	367.361 	367.320 	382.654 	488.648 	599.244 	639.383 	212.221 	544.098 	518.587 	393.948 	179.525 	185.336 	176.396 	392.253 	230.572 	707.144 	1762.923 	2168.645 	1056.820 	768.676 	353.800 	223.152 	500.987 	230.280 	230.311 	368.256 	791.485 	1686.154 	1554.114 	1866.879 	: 
M,RA110,GWH,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1193.000 	1105.000 	1399.000 	1333.000 	1605.000 	1379.000 	1027.000 	926.000 	910.000 	1000.000 	1172.000 	1397.000 	1240.000 	1256.000 	1885.000 	1949.000 	1742.000 	1498.000 	2085.000 	1629.000 	1213.000 	1073.000 	1099.000 	984.000 	971.000 	1122.000 	1309.000 	1396.000 	2282.000 	2349.000 	1400.000 	991.000 	815.000 	829.000 	948.000 	1060.000 	1078.000 	1041.000 	1255.000 	1109.000 	1045.000 	1707.000 	1721.000 	1342.000 	1025.000 	1287.000 	1280.000 	1281.000 	1262.000 	1638.000 	1516.000 	1614.000 	2147.000 	2050.000 	1512.000 	1110.000 	977.000 	932.000 	896.000 	1167.000 	1248.000 	949.000 	1105.000 	1278.000 	1553.000 	1348.000 	1066.000 	911.000 	983.000 	1125.000 	971.000 	1259.000 	1539.000 	1358.000 	1715.000 	2051.000 	2146.000 	2284.000 	1479.000 	1166.000 	901.000 	914.000 	1195.000 	1449.000 	1496.000 	: 
M,RA110,GWH,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	552.630 	840.870 	1112.999 	841.558 	925.772 	658.512 	465.139 	582.434 	541.643 	590.636 	779.866 	1137.430 	1092.786 	1097.807 	1294.903 	1298.631 	1047.810 	790.382 	865.029 	708.897 	500.788 	387.299 	532.856 	688.034 	753.326 	928.815 	1050.410 	871.712 	1084.575 	978.390 	627.417 	521.976 	465.573 	416.573 	686.623 	823.621 	648.306 	733.230 	972.815 	607.460 	610.669 	820.892 	773.595 	706.558 	558.328 	868.413 	726.065 	697.488 	1211.944 	1264.229 	1118.884 	1141.746 	1156.126 	902.866 	739.891 	609.891 	519.107 	490.529 	624.320 	1006.083 	946.618 	755.532 	796.260 	960.271 	843.072 	654.891 	435.166 	368.839 	470.379 	529.297 	596.152 	1036.865 	1053.719 	979.821 	1296.543 	1215.094 	1242.042 	1246.987 	727.057 	714.522 	538.784 	405.274 	1077.875 	1437.163 	1285.133 	: 
M,RA110,GWH,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5806.683 	5456.630 	5419.154 	4752.641 	4626.373 	4101.852 	5144.241 	5368.802 	5842.290 	5507.070 	5907.862 	6003.777 	6736.174 	6649.739 	6591.304 	4921.526 	6070.609 	3862.765 	3141.945 	3616.831 	3862.700 	3962.257 	5469.556 	6125.477 	6406.565 	5456.107 	5766.086 	5379.635 	5367.885 	4889.143 	4950.465 	3827.201 	4464.354 	5660.086 	6333.065 	6121.831 	5931.120 	6441.939 	6998.071 	6218.218 	6078.770 	5341.204 	4692.470 	5865.633 	4640.956 	5702.227 	6190.012 	7114.087 	8086.418 	6801.735 	6313.615 	5859.434 	6243.741 	5370.316 	5458.158 	5483.113 	4971.036 	5367.321 	6271.691 	7249.927 	6163.885 	5999.182 	5968.238 	5694.731 	5168.680 	5369.318 	5639.830 	5767.600 	5712.699 	5189.642 	6298.642 	6489.298 	6057.078 	5726.673 	6523.237 	5457.159 	4984.013 	3921.928 	3765.210 	5444.183 	4335.183 	5899.362 	6798.740 	6794.747 	6553.183 	: 
M,RA110,GWH,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	170.450 	220.857 	273.163 	232.390 	351.323 	320.447 	307.336 	315.321 	520.458 	304.311 	351.123 	444.387 	399.865 	265.453 	406.477 	619.869 	609.139 	467.004 	311.972 	258.503 	316.797 	252.910 	479.547 	255.692 	193.320 	311.873 	260.964 	379.457 	511.047 	536.588 	326.754 	271.370 	199.481 	227.361 	608.631 	511.088 	293.681 	208.887 	316.313 	288.105 	441.398 	488.941 	445.238 	429.582 	457.548 	646.035 	362.738 	477.292 	436.246 	430.629 	330.325 	347.810 	687.610 	572.145 	429.601 	379.730 	212.161 	238.054 	309.271 	270.646 	251.207 	166.827 	169.197 	278.480 	343.627 	289.935 	203.213 	184.213 	285.523 	309.531 	264.551 	352.522 	326.770 	235.788 	299.666 	338.685 	537.335 	452.034 	497.205 	513.277 	364.612 	381.660 	499.138 	458.652 	: 	: 
M,RA110,GWH,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	308.000 	327.000 	460.000 	395.000 	516.000 	422.000 	286.000 	292.000 	304.000 	325.000 	397.000 	376.000 	546.000 	341.000 	323.000 	402.000 	338.000 	265.000 	248.000 	195.000 	215.000 	171.000 	231.000 	270.000 	352.000 	360.000 	549.000 	397.000 	528.000 	491.000 	257.000 	257.000 	232.000 	213.000 	316.000 	301.000 	265.000 	476.000 	457.000 	256.000 	282.000 	469.000 	408.000 	337.000 	313.000 	490.000 	354.000 	284.000 	340.000 	439.000 	365.000 	338.000 	515.000 	376.000 	367.000 	398.000 	320.000 	225.000 	188.000 	240.000 	286.000 	384.000 	328.000 	375.000 	365.000 	278.000 	206.000 	186.000 	240.000 	279.000 	235.000 	286.000 	347.000 	397.000 	419.000 	421.000 	497.000 	326.000 	247.000 	360.000 	246.000 	208.000 	461.000 	521.000 	597.000 	: 
M,RA110,GWH,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5576.759 e	4235.908 e	5665.827 e	7124.821 e	7362.854 e	5562.837 	4706.043 	4806.800 	3771.325 	2340.552 	2232.443 	4928.355 	4530.551 	3642.974 	6229.605 	6304.649 	6452.878 	5650.114 	5825.204 	5549.292 	3645.180 	2426.679 	3685.273 	5922.952 	7616.013 	7142.145 	7682.613 	9934.703 	11538.157 	9566.565 	7599.842 	6923.688 	5647.794 	5075.497 	4480.346 	5047.777 	5444.297 	7111.446 	9545.918 	9079.000 	8973.237 	6694.640 	6754.265 	6660.782 	5537.594 	4448.224 	3258.710 	3917.143 	4250.724 	3975.633 	6132.934 	7987.543 	5745.994 	4467.932 	4999.768 	4776.457 	2836.742 	3236.412 	3070.959 	3626.515 	4695.246 	5007.602 	8017.743 	8616.605 	8613.200 	6889.806 	5571.024 	5353.025 	3893.551 	3249.398 	3123.423 	3265.987 	2899.680 	2378.420 	5254.694 	7330.864 	7366.762 	7453.985 	6453.854 	5364.703 	3827.910 	3309.871 	4097.792 	6115.755 	7432.661 	: 
M,RA110,GWH,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,RA110,GWH,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	549.295 	513.199 	690.223 	337.081 	225.705 	302.955 	288.039 	456.073 	524.007 	632.806 	607.448 	632.629 	590.799 	527.464 	359.631 	433.146 	337.559 	171.413 	129.787 	247.222 	466.471 	649.193 	574.655 	675.324 	522.421 	497.947 	691.439 	322.669 	198.353 	336.134 	316.993 	463.887 	572.591 	618.252 	365.294 	696.734 	726.947 	753.533 	706.361 	372.326 	289.896 	276.142 	459.910 	286.043 	368.964 	609.991 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,RA110,GWH,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.884 	11.788 	13.218 	40.874 	46.206 	24.751 	15.415 	8.043 	9.029 	9.717 	21.214 	48.974 	73.097 	26.745 	31.624 	41.266 	50.019 	51.847 	24.360 	11.155 	6.323 	4.593 	: 	: 	: 	: 
M,RA120,GWH,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
M,RA120,GWH,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1141.250 	613.293 	821.982 	873.328 	1079.645 	1121.646 	1238.594 	1527.039 	1383.780 	1010.548 	1082.306 	977.500 	1152.482 	1269.796 	1007.287 	1008.797 	1513.811 	1311.507 	1155.861 	1048.382 	947.260 	976.698 	1079.685 	926.016 	1138.488 	839.135 	995.852 	1192.213 	1197.101 	1657.187 	1559.818 	1465.158 	1159.341 	987.080 	1072.297 	913.941 	1115.242 	772.954 	1004.041 	1017.470 	1140.526 	1509.313 	1610.102 	1477.908 	1433.002 	1066.265 	1134.125 	993.801 	1022.668 	903.894 	806.028 	730.069 	1133.137 	1598.500 	1521.149 	1754.638 	1143.909 	938.712 	1140.015 	942.020 	1077.064 	735.307 	1061.008 	1044.714 	1222.609 	1409.880 	1123.368 	1218.855 	1148.601 	1021.936 	937.437 	983.531 	1162.798 	926.869 	1100.665 	967.718 	1407.697 	1427.218 	1304.055 	1584.481 	1248.124 	1033.628 	1215.548 	1212.243 	1391.147 	1049.428 
M,RA120,GWH,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	83.742 	128.490 	58.559 	34.478 	11.569 	8.335 	6.999 	59.705 	41.137 	23.593 	37.543 	60.852 	7.564 	5.414 	4.565 	17.801 	0.869 	0.540 	19.416 	0.585 	12.095 	15.183 	15.998 	49.560 	64.156 	44.801 	56.484 	11.723 	46.319 	5.598 	43.826 	2.326 	26.690 	15.006 	21.148 	6.668 	5.457 	: 
M,RA120,GWH,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
