MeasureItem;Month;Year;Category;Country;MeasureItemID;CreationDate;Representativity;ProvidedValue;ProvidedValueCode
Monthly Domestic Values;2;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;9.1199;
Monthly Domestic Values;3;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;8.2058;
Monthly Domestic Values;4;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;6.6877;
Monthly Domestic Values;5;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;0;
Monthly Domestic Values;6;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;0;
Monthly Domestic Values;7;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;0;
Monthly Domestic Values;8;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;0;
Monthly Domestic Values;9;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;0;
Monthly Domestic Values;10;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;0;
Monthly Domestic Values;11;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;0;
Monthly Domestic Values;12;2021;Fossil Oil;HR;B06;12/04/2023 11:27;100;0;
Monthly Domestic Values;1;2021;Geothermal;HR;B09;12/04/2023 11:27;100;6.3949;
Monthly Domestic Values;2;2021;Geothermal;HR;B09;12/04/2023 11:27;100;5.9063;
Monthly Domestic Values;3;2021;Geothermal;HR;B09;12/04/2023 11:27;100;5.8906;
Monthly Domestic Values;4;2021;Geothermal;HR;B09;12/04/2023 11:27;100;6.5661;
Monthly Domestic Values;5;2021;Geothermal;HR;B09;12/04/2023 11:27;100;6.2688;
Monthly Domestic Values;6;2021;Geothermal;HR;B09;12/04/2023 11:27;100;4.2755;
Monthly Domestic Values;7;2021;Geothermal;HR;B09;12/04/2023 11:27;100;6.2201;
Monthly Domestic Values;8;2021;Geothermal;HR;B09;12/04/2023 11:27;100;6.4213;
Monthly Domestic Values;9;2021;Geothermal;HR;B09;12/04/2023 11:27;100;6.36;
Monthly Domestic Values;10;2021;Geothermal;HR;B09;12/04/2023 11:27;100;6.9399;
Monthly Domestic Values;11;2021;Geothermal;HR;B09;12/04/2023 11:27;100;6.9361;
Monthly Domestic Values;12;2021;Geothermal;HR;B09;12/04/2023 11:27;100;7.3171;
Monthly Domestic Values;1;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;89.1464;
Monthly Domestic Values;2;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;70.2712;
Monthly Domestic Values;3;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;22.4861;
Monthly Domestic Values;4;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;24.7487;
Monthly Domestic Values;5;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;18.084;
Monthly Domestic Values;6;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;10.2876;
Monthly Domestic Values;7;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;4.2038;
Monthly Domestic Values;8;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;5.9456;
Monthly Domestic Values;9;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;6.7074;
Monthly Domestic Values;10;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;17.881;
Monthly Domestic Values;11;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;73.3328;
Monthly Domestic Values;12;2021;Hydro Pumped Storage;HR;B10;12/04/2023 11:27;100;110.5387;
Monthly Domestic Values;1;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;166.2442;
Monthly Domestic Values;2;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;153.5901;
Monthly Domestic Values;3;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;120.6229;
Monthly Domestic Values;4;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;129.7372;
Monthly Domestic Values;5;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;215.9692;
Monthly Domestic Values;6;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;189.7449;
Monthly Domestic Values;7;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;155.1189;
Monthly Domestic Values;8;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;137.412;
Monthly Domestic Values;9;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;72.717;
Monthly Domestic Values;10;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;81.0069;
Monthly Domestic Values;11;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;113.2774;
Monthly Domestic Values;12;2021;Hydro Run-of-river and poundage;HR;B11;12/04/2023 11:27;100;138.4067;
Monthly Domestic Values;1;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;691.6523;
Monthly Domestic Values;2;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;623.6514;
Monthly Domestic Values;3;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;486.2786;
Monthly Domestic Values;4;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;424.9113;
Monthly Domestic Values;5;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;431.3503;
Monthly Domestic Values;6;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;224.8566;
Monthly Domestic Values;7;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;187.0848;
Monthly Domestic Values;8;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;219.5581;
Monthly Domestic Values;9;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;158.72;
Monthly Domestic Values;10;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;150.3005;
Monthly Domestic Values;11;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;322.7968;
Monthly Domestic Values;12;2021;Hydro Water Reservoir;HR;B12;12/04/2023 11:27;100;646.614;
Monthly Domestic Values;1;2021;Other renewable;HR;B15;12/04/2023 11:27;100;34.708;
Monthly Domestic Values;2;2021;Other renewable;HR;B15;12/04/2023 11:27;100;31.882;
Monthly Domestic Values;3;2021;Other renewable;HR;B15;12/04/2023 11:27;100;35.887;
Monthly Domestic Values;4;2021;Other renewable;HR;B15;12/04/2023 11:27;100;34.782;
Monthly Domestic Values;5;2021;Other renewable;HR;B15;12/04/2023 11:27;100;35.791;
Monthly Domestic Values;6;2021;Other renewable;HR;B15;12/04/2023 11:27;100;31.41;
Monthly Domestic Values;7;2021;Other renewable;HR;B15;12/04/2023 11:27;100;33.596;
Monthly Domestic Values;8;2021;Other renewable;HR;B15;12/04/2023 11:27;100;32.983;
Monthly Domestic Values;9;2021;Other renewable;HR;B15;12/04/2023 11:27;100;32.241;
Monthly Domestic Values;10;2021;Other renewable;HR;B15;12/04/2023 11:27;100;34.142;
Monthly Domestic Values;11;2021;Other renewable;HR;B15;12/04/2023 11:27;100;33.666;
Monthly Domestic Values;12;2021;Other renewable;HR;B15;12/04/2023 11:27;100;33.922;
Monthly Domestic Values;1;2021;Solar;HR;B16;12/04/2023 11:27;100;2.6;
Monthly Domestic Values;2;2021;Solar;HR;B16;12/04/2023 11:27;100;4.067;
Monthly Domestic Values;3;2021;Solar;HR;B16;12/04/2023 11:27;100;7.516;
Monthly Domestic Values;4;2021;Solar;HR;B16;12/04/2023 11:27;100;8.122;
Monthly Domestic Values;5;2021;Solar;HR;B16;12/04/2023 11:27;100;9.946;
Monthly Domestic Values;6;2021;Solar;HR;B16;12/04/2023 11:27;100;12.065;
Monthly Domestic Values;7;2021;Solar;HR;B16;12/04/2023 11:27;100;11.286;
Monthly Domestic Values;8;2021;Solar;HR;B16;12/04/2023 11:27;100;10.298;
Monthly Domestic Values;9;2021;Solar;HR;B16;12/04/2023 11:27;100;8.286;
Monthly Domestic Values;10;2021;Solar;HR;B16;12/04/2023 11:27;100;5.845;
Monthly Domestic Values;11;2021;Solar;HR;B16;12/04/2023 11:27;100;2.71;
Monthly Domestic Values;12;2021;Solar;HR;B16;12/04/2023 11:27;100;2.371;
Monthly Domestic Values;1;2021;Waste;HR;B17;12/04/2023 11:27;100;2.491;
Monthly Domestic Values;2;2021;Waste;HR;B17;12/04/2023 11:27;100;2.016;
Monthly Domestic Values;3;2021;Waste;HR;B17;12/04/2023 11:27;100;2.888;
Monthly Domestic Values;4;2021;Waste;HR;B17;12/04/2023 11:27;100;2.863;
Monthly Domestic Values;5;2021;Waste;HR;B17;12/04/2023 11:27;100;2.747;
Monthly Domestic Values;6;2021;Waste;HR;B17;12/04/2023 11:27;100;2.394;
Monthly Domestic Values;7;2021;Waste;HR;B17;12/04/2023 11:27;100;2.947;
Monthly Domestic Values;8;2021;Waste;HR;B17;12/04/2023 11:27;100;2.936;
Monthly Domestic Values;9;2021;Waste;HR;B17;12/04/2023 11:27;100;2.314;
Monthly Domestic Values;10;2021;Waste;HR;B17;12/04/2023 11:27;100;2.207;
Monthly Domestic Values;11;2021;Waste;HR;B17;12/04/2023 11:27;100;2.152;
Monthly Domestic Values;12;2021;Waste;HR;B17;12/04/2023 11:27;100;2.441;
Monthly Domestic Values;1;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;231.3518;
Monthly Domestic Values;2;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;163.9812;
Monthly Domestic Values;3;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;197.5324;
Monthly Domestic Values;4;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;169.7339;
Monthly Domestic Values;5;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;146.5279;
Monthly Domestic Values;6;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;94.3165;
Monthly Domestic Values;7;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;120.9366;
Monthly Domestic Values;8;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;137.5456;
Monthly Domestic Values;9;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;124.5994;
Monthly Domestic Values;10;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;225.6308;
Monthly Domestic Values;11;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;205.3853;
Monthly Domestic Values;12;2021;Wind Onshore;HR;B19;12/04/2023 11:27;100;252.5955;
Monthly Domestic Values;1;2021;Biomass;HU;B01;12/04/2023 11:27;100;88.8641825;
Monthly Domestic Values;2;2021;Biomass;HU;B01;12/04/2023 11:27;100;87.49899;
Monthly Domestic Values;3;2021;Biomass;HU;B01;12/04/2023 11:27;100;94.6576125;
Monthly Domestic Values;4;2021;Biomass;HU;B01;12/04/2023 11:27;100;101.243925;
Monthly Domestic Values;5;2021;Biomass;HU;B01;12/04/2023 11:27;100;93.1382925;
Monthly Domestic Values;6;2021;Biomass;HU;B01;12/04/2023 11:27;100;106.398265;
Monthly Domestic Values;7;2021;Biomass;HU;B01;12/04/2023 11:27;100;99.2673375;
Monthly Domestic Values;8;2021;Biomass;HU;B01;12/04/2023 11:27;100;91.7371675;
Monthly Domestic Values;9;2021;Biomass;HU;B01;12/04/2023 11:27;100;83.20534;
Monthly Domestic Values;10;2021;Biomass;HU;B01;12/04/2023 11:27;100;97.3270675;
Monthly Domestic Values;11;2021;Biomass;HU;B01;12/04/2023 11:27;100;93.4389425;
Monthly Domestic Values;12;2021;Biomass;HU;B01;12/04/2023 11:27;100;87.9197725;
Monthly Domestic Values;1;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;232.723605;
Monthly Domestic Values;2;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;208.4017;
Monthly Domestic Values;3;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;245.0546325;
Monthly Domestic Values;4;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;247.7389;
Monthly Domestic Values;5;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;236.9617125;
Monthly Domestic Values;6;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;238.8816575;
Monthly Domestic Values;7;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;281.18138;
Monthly Domestic Values;8;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;281.2084425;
Monthly Domestic Values;9;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;274.60494;
Monthly Domestic Values;10;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;271.18134;
Monthly Domestic Values;11;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;235.92103;
Monthly Domestic Values;12;2021;Fossil Brown coal/Lignite;HU;B02;12/04/2023 11:27;100;273.01788;
Monthly Domestic Values;1;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;927.754565;
Monthly Domestic Values;2;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;707.84565;
Monthly Domestic Values;3;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;707.461655;
Monthly Domestic Values;4;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;594.72699;
Monthly Domestic Values;5;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;580.3229875;
Monthly Domestic Values;6;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;593.30018;
Monthly Domestic Values;7;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;636.7902525;
Monthly Domestic Values;8;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;584.6800975;
Monthly Domestic Values;9;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;586.2461975;
Monthly Domestic Values;10;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;742.7530725;
Monthly Domestic Values;11;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;967.2958775;
Monthly Domestic Values;12;2021;Fossil Gas;HU;B04;12/04/2023 11:27;100;980.645025;
Monthly Domestic Values;1;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.0496175;
Monthly Domestic Values;2;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.0435875;
Monthly Domestic Values;3;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.0588575;
Monthly Domestic Values;4;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.112825;
Monthly Domestic Values;5;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.083245;
Monthly Domestic Values;6;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.0373525;
Monthly Domestic Values;7;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.043315;
Monthly Domestic Values;8;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.0390975;
Monthly Domestic Values;9;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.01403;
Monthly Domestic Values;10;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.0884375;
Monthly Domestic Values;11;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.13856;
Monthly Domestic Values;12;2021;Fossil Hard coal;HU;B05;12/04/2023 11:27;100;0.13434;
Monthly Domestic Values;1;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;0.7550075;
Monthly Domestic Values;2;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;0.0906725;
Monthly Domestic Values;3;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;1.723965;
Monthly Domestic Values;4;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;0.3067625;
Monthly Domestic Values;5;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;0.2397375;
Monthly Domestic Values;6;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;0.1432725;
Monthly Domestic Values;7;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;2.4467475;
Monthly Domestic Values;8;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;1.44577;
Monthly Domestic Values;9;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;1.72609;
Monthly Domestic Values;10;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;3.4803675;
Monthly Domestic Values;11;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;2.0885475;
Monthly Domestic Values;12;2021;Fossil Oil;HU;B06;12/04/2023 11:27;100;4.05812;
Monthly Domestic Values;1;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0;
Monthly Domestic Values;2;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.33681;
Monthly Domestic Values;3;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.3488575;
Monthly Domestic Values;4;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.319375;
Monthly Domestic Values;5;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.2200225;
Monthly Domestic Values;6;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.1117425;
Monthly Domestic Values;7;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.1350375;
Monthly Domestic Values;8;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.1167125;
Monthly Domestic Values;9;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.1302625;
Monthly Domestic Values;10;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.1516625;
Monthly Domestic Values;11;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.3222725;
Monthly Domestic Values;12;2021;Geothermal;HU;B09;12/04/2023 11:27;100;0.4614225;
Monthly Domestic Values;1;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;8.31509;
Monthly Domestic Values;2;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;3.9434225;
Monthly Domestic Values;3;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;7.62914;
Monthly Domestic Values;4;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;7.5577;
Monthly Domestic Values;5;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;5.372685;
Monthly Domestic Values;6;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;9.348885;
Monthly Domestic Values;7;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;9.2261;
Monthly Domestic Values;8;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;6.7585975;
Monthly Domestic Values;9;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;6.668115;
Monthly Domestic Values;10;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;5.2247475;
Monthly Domestic Values;11;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;6.5005725;
Monthly Domestic Values;12;2021;Hydro Run-of-river and poundage;HU;B11;12/04/2023 11:27;100;9.766035;
Monthly Domestic Values;1;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;3.710295;
Monthly Domestic Values;2;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;0.28513;
Monthly Domestic Values;3;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;6.3822375;
Monthly Domestic Values;4;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;9.2419375;
Monthly Domestic Values;5;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;4.2176775;
Monthly Domestic Values;6;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;12.7784325;
Monthly Domestic Values;7;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;13.2748175;
Monthly Domestic Values;8;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;8.72528;
Monthly Domestic Values;9;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;9.38483;
Monthly Domestic Values;10;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;7.158915;
Monthly Domestic Values;11;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;8.9004775;
Monthly Domestic Values;12;2021;Hydro Water Reservoir;HU;B12;12/04/2023 11:27;100;7.58229;
Monthly Domestic Values;1;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1437.48629;
Monthly Domestic Values;2;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1285.62459;
Monthly Domestic Values;3;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1411.841818;
Monthly Domestic Values;4;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1376.60559;
Monthly Domestic Values;5;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1099.316513;
Monthly Domestic Values;6;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1342.457958;
Monthly Domestic Values;7;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1294.052368;
Monthly Domestic Values;8;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1193.751983;
Monthly Domestic Values;9;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1206.2708;
Monthly Domestic Values;10;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1235.211775;
Monthly Domestic Values;11;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1043.65929;
Monthly Domestic Values;12;2021;Nuclear;HU;B14;12/04/2023 11:27;100;1161.823963;
Monthly Domestic Values;1;2021;Other;HU;B20;12/04/2023 11:27;100;52.4584025;
Monthly Domestic Values;2;2021;Other;HU;B20;12/04/2023 11:27;100;50.2540975;
Monthly Domestic Values;3;2021;Other;HU;B20;12/04/2023 11:27;100;55.4681;
Monthly Domestic Values;4;2021;Other;HU;B20;12/04/2023 11:27;100;50.2385575;
Monthly Domestic Values;5;2021;Other;HU;B20;12/04/2023 11:27;100;37.58138;
Monthly Domestic Values;6;2021;Other;HU;B20;12/04/2023 11:27;100;46.7554475;
Monthly Domestic Values;7;2021;Other;HU;B20;12/04/2023 11:27;100;42.2277625;
Monthly Domestic Values;8;2021;Other;HU;B20;12/04/2023 11:27;100;50.28643;
Monthly Domestic Values;9;2021;Other;HU;B20;12/04/2023 11:27;100;44.2134075;
Monthly Domestic Values;10;2021;Other;HU;B20;12/04/2023 11:27;100;50.1848025;
Monthly Domestic Values;11;2021;Other;HU;B20;12/04/2023 11:27;100;54.10659;
Monthly Domestic Values;12;2021;Other;HU;B20;12/04/2023 11:27;100;57.499495;
Monthly Domestic Values;1;2021;Other renewable;HU;B15;12/04/2023 11:27;100;8.9395225;
Monthly Domestic Values;2;2021;Other renewable;HU;B15;12/04/2023 11:27;100;7.18626;
Monthly Domestic Values;3;2021;Other renewable;HU;B15;12/04/2023 11:27;100;7.792835;
Monthly Domestic Values;4;2021;Other renewable;HU;B15;12/04/2023 11:27;100;7.5139475;
Monthly Domestic Values;5;2021;Other renewable;HU;B15;12/04/2023 11:27;100;7.8935775;
Monthly Domestic Values;6;2021;Other renewable;HU;B15;12/04/2023 11:27;100;8.155905;
Monthly Domestic Values;7;2021;Other renewable;HU;B15;12/04/2023 11:27;100;8.4308975;
Monthly Domestic Values;8;2021;Other renewable;HU;B15;12/04/2023 11:27;100;9.2682325;
Monthly Domestic Values;9;2021;Other renewable;HU;B15;12/04/2023 11:27;100;9.12971;
Monthly Domestic Values;10;2021;Other renewable;HU;B15;12/04/2023 11:27;100;8.135025;
Monthly Domestic Values;11;2021;Other renewable;HU;B15;12/04/2023 11:27;100;7.8623425;
Monthly Domestic Values;12;2021;Other renewable;HU;B15;12/04/2023 11:27;100;7.2192825;
Monthly Domestic Values;1;2021;Solar;HU;B16;12/04/2023 11:27;100;63.585225;
Monthly Domestic Values;2;2021;Solar;HU;B16;12/04/2023 11:27;100;114.1973675;
Monthly Domestic Values;3;2021;Solar;HU;B16;12/04/2023 11:27;100;209.153405;
Monthly Domestic Values;4;2021;Solar;HU;B16;12/04/2023 11:27;100;216.379255;
Monthly Domestic Values;5;2021;Solar;HU;B16;12/04/2023 11:27;100;261.4391875;
Monthly Domestic Values;6;2021;Solar;HU;B16;12/04/2023 11:27;100;334.6676225;
Monthly Domestic Values;7;2021;Solar;HU;B16;12/04/2023 11:27;100;307.0714975;
Monthly Domestic Values;8;2021;Solar;HU;B16;12/04/2023 11:27;100;276.822615;
Monthly Domestic Values;9;2021;Solar;HU;B16;12/04/2023 11:27;100;239.4154225;
Monthly Domestic Values;10;2021;Solar;HU;B16;12/04/2023 11:27;100;204.8843575;
Monthly Domestic Values;11;2021;Solar;HU;B16;12/04/2023 11:27;100;102.0340025;
Monthly Domestic Values;12;2021;Solar;HU;B16;12/04/2023 11:27;100;69.4136525;
Monthly Domestic Values;1;2021;Waste;HU;B17;12/04/2023 11:27;100;10.137075;
Monthly Domestic Values;2;2021;Waste;HU;B17;12/04/2023 11:27;100;8.292555;
Monthly Domestic Values;3;2021;Waste;HU;B17;12/04/2023 11:27;100;10.48969;
Monthly Domestic Values;4;2021;Waste;HU;B17;12/04/2023 11:27;100;9.619955;
Monthly Domestic Values;5;2021;Waste;HU;B17;12/04/2023 11:27;100;12.097865;
Monthly Domestic Values;6;2021;Waste;HU;B17;12/04/2023 11:27;100;11.65837;
Monthly Domestic Values;7;2021;Waste;HU;B17;12/04/2023 11:27;100;10.0186675;
Monthly Domestic Values;8;2021;Waste;HU;B17;12/04/2023 11:27;100;7.222015;
Monthly Domestic Values;9;2021;Waste;HU;B17;12/04/2023 11:27;100;12.3754125;
Monthly Domestic Values;10;2021;Waste;HU;B17;12/04/2023 11:27;100;11.2676975;
Monthly Domestic Values;11;2021;Waste;HU;B17;12/04/2023 11:27;100;8.3937425;
Monthly Domestic Values;12;2021;Waste;HU;B17;12/04/2023 11:27;100;9.59916;
Monthly Domestic Values;1;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;59.0898175;
Monthly Domestic Values;2;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;52.200655;
Monthly Domestic Values;3;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;70.98677;
Monthly Domestic Values;4;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;75.3007575;
Monthly Domestic Values;5;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;74.2771425;
Monthly Domestic Values;6;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;30.77515;
Monthly Domestic Values;7;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;42.5877175;
Monthly Domestic Values;8;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;31.50617;
Monthly Domestic Values;9;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;33.211335;
Monthly Domestic Values;10;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;56.2841425;
Monthly Domestic Values;11;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;48.0080875;
Monthly Domestic Values;12;2021;Wind Onshore;HU;B19;12/04/2023 11:27;100;68.3005175;
Monthly Domestic Values;1;2021;Fossil Gas;IE;B04;12/04/2023 11:27;100;691.86031;
Monthly Domestic Values;2;2021;Fossil Gas;IE;B04;12/04/2023 11:27;100;389.930635;
Monthly Domestic Values;3;2021;Fossil Gas;IE;B04;12/04/2023 11:27;100;486.06513;
Monthly Domestic Values;4;2021;Fossil Gas;IE;B04;12/04/2023 11:27;100;541.808275;
Monthly Domestic Values;5;2021;Fossil Gas;IE;B04;12/04/2023 11:27;100;192.85817;
Monthly Domestic Values;6;2021;Fossil Gas;IE;B04;12/04/2023 11:27;100;321.095595;
Monthly Domestic Values;7;2021;Fossil Gas;IE;B04;12/04/2023 11:27;100;362.15809;
Monthly Domestic Values;8;2021;Fossil Gas;IE;B04;12/04/2023 11:27;100;472.279785;
