GWh,Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Italy,Kosovo,Latvia,Lithuania,Luxembourg,Malta,Moldova,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Turkey,Ukraine,United Kingdom
2016-01 ,0.0,9305.0,15744.0,0.0,8508.0,2160.0,755.0,14501.0,6843.0,2178.0,14193.0,111718.0,0.0,97553.0,8527.0,5576.0,0.0,5106.0,44607.0,0.0,1298.0,725.0,386.0,118.0,0.0,392.0,20132.0,1182.0,32496.0,27575.0,11200.0,11236.0,7268.0,4324.0,2453.0,44914.0,32872.0,44160.0,0.0,61620.0
2016-02 ,0.0,10357.0,13934.0,0.0,6732.0,2460.0,631.0,13437.0,5511.0,1484.0,12257.0,103492.0,0.0,90260.0,6437.0,5010.0,0.0,4908.0,41447.0,0.0,886.0,682.0,386.0,88.0,0.0,402.0,18038.0,839.0,27955.0,24826.0,10976.0,9562.0,7123.0,4440.0,2448.0,42810.0,30236.0,39338.0,0.0,50410.0
2016-03 ,0.0,9442.0,14554.0,0.0,6528.0,2646.0,611.0,14827.0,5028.0,1344.0,12467.0,103552.0,0.0,88919.0,6642.0,5051.0,0.0,5008.0,42299.0,0.0,1154.0,538.0,380.0,86.0,0.0,606.0,19434.0,908.0,22441.0,25268.0,9921.0,9903.0,7421.0,4440.0,2678.0,45123.0,29590.0,41610.0,0.0,58081.0
2016-04 ,0.0,9811.0,12790.0,0.0,5340.0,1892.0,581.0,12958.0,4692.0,1482.0,11119.0,85117.0,0.0,78215.0,5861.0,4465.0,0.0,4658.0,38873.0,0.0,1188.0,523.0,372.0,80.0,0.0,449.0,17282.0,717.0,23229.0,23598.0,9882.0,9911.0,6028.0,3570.0,2468.0,42346.0,26380.0,40172.0,0.0,52972.0
2016-05 ,0.0,10584.0,11249.0,0.0,5644.0,1788.0,647.0,12575.0,3420.0,1224.0,9487.0,79607.0,0.0,74531.0,6123.0,4656.0,0.0,4448.0,41351.0,0.0,1050.0,484.0,336.0,74.0,0.0,0.0,15830.0,745.0,22441.0,22908.0,9477.0,8418.0,5862.0,3178.0,2621.0,39956.0,22985.0,41184.0,0.0,48307.0
2016-06 ,0.0,11504.0,10891.0,0.0,6322.0,1852.0,832.0,11300.0,2806.0,1326.0,8707.0,78719.0,0.0,74516.0,7900.0,4388.0,0.0,4346.0,42300.0,0.0,828.0,602.0,288.0,100.0,0.0,292.0,15430.0,693.0,21886.0,23116.0,8804.0,9390.0,5056.0,3176.0,2851.0,39493.0,18202.0,43126.0,0.0,47580.0
2016-07 ,0.0,11720.0,12183.0,0.0,6670.0,1672.0,1021.0,11176.0,3346.0,1668.0,8793.0,75754.0,0.0,74415.0,9272.0,5191.0,0.0,4670.0,47848.0,0.0,662.0,441.0,264.0,152.0,0.0,295.0,15594.0,723.0,20542.0,23910.0,9120.0,10210.0,5136.0,4118.0,2896.0,44108.0,19700.0,45825.0,0.0,46717.0
2016-08 ,0.0,10769.0,13256.0,0.0,6714.0,1744.0,1007.0,10854.0,3848.0,2012.0,9111.0,71018.0,0.0,75549.0,8579.0,4576.0,0.0,4722.0,41885.0,0.0,708.0,477.0,276.0,162.0,0.0,270.0,15980.0,665.0,20611.0,23682.0,8906.0,9447.0,5662.0,4166.0,2640.0,42470.0,20709.0,49499.0,0.0,46773.0
2016-09 ,0.0,9214.0,11536.0,0.0,6394.0,1540.0,827.0,10557.0,3249.0,1928.0,9039.0,71712.0,0.0,79782.0,7280.0,5070.0,0.0,4662.0,45374.0,0.0,534.0,563.0,280.0,140.0,0.0,302.0,18671.0,687.0,20942.0,23826.0,8692.0,8551.0,5319.0,3786.0,2431.0,41100.0,21700.0,40348.0,0.0,49203.0
2016-10 ,0.0,9993.0,11873.0,0.0,6542.0,2116.0,707.0,12643.0,5593.0,2132.0,11273.0,78627.0,0.0,86412.0,7713.0,5084.0,0.0,4858.0,45827.0,0.0,1058.0,625.0,312.0,132.0,0.0,375.0,21350.0,883.0,23972.0,26584.0,8314.0,9650.0,5992.0,3714.0,1743.0,42756.0,24214.0,41815.0,0.0,54250.0
2016-11 ,0.0,10535.0,13148.0,0.0,6930.0,2568.0,614.0,13599.0,6359.0,2166.0,12645.0,90934.0,0.0,91872.0,7793.0,4711.0,0.0,5118.0,47631.0,0.0,1632.0,870.0,370.0,100.0,0.0,498.0,21798.0,1048.0,26129.0,27396.0,9277.0,10479.0,6294.0,4342.0,2621.0,42980.0,26027.0,43117.0,0.0,59934.0
2016-12 ,0.0,11163.0,14721.0,0.0,8238.0,2262.0,811.0,14241.0,6406.0,1884.0,12647.0,102170.0,0.0,91674.0,10056.0,5041.0,0.0,5162.0,49311.0,0.0,1458.0,839.0,372.0,120.0,0.0,415.0,21706.0,1292.0,28000.0,28316.0,9779.0,11478.0,6628.0,4486.0,2747.0,43319.0,29298.0,47054.0,0.0,61389.0
2017-01 ,0.0,18541.634,19061.424,3857.773,11331.2,3648.315,1260.6979999999999,21782.102,9287.66,2352.0,17756.0,125786.948,0.0,59880.78,16836.915,7662.064,4467.107,8300.184000000001,55631.0,0.0,1955.0,839.103,536.443,220.713,0.0,576.0,11407.0,2035.749,45933.375,44489.547,16245.028999999999,16421.0,7420.33,5503.0,3444.404,68439.088,41968.69,24232.363,0.0,87275.765
2017-02 ,0.0,14526.911,16972.997,3460.05,9398.446,3397.911,1056.817,18811.438,9737.955,2041.0,15753.0,105833.848,0.0,53136.724,12661.235,5399.063,4105.213,7451.973,45757.0,0.0,1624.0,840.229,510.868,177.648,0.0,783.0,10297.0,1664.5170000000003,39468.504,39478.689,15088.888,13978.0,7134.741,4976.0,3061.661,56408.247,37609.684,21812.381,0.0,78587.79400000001
2017-03 ,0.0,16391.661,17528.876,3624.656,9310.407,3210.927,994.669,19841.132999999998,9368.086,2153.5,16784.0,108881.85800000001,0.0,55444.123999999996,10972.857,6224.139999999999,4639.8099999999995,7772.717000000001,46370.0,0.0,2120.0,883.834,518.2139999999999,213.947,0.0,819.0,9838.0,1209.591,38435.982,39218.838,15132.964,14940.0,6985.271000000001,5409.0,3438.116,55491.268000000004,39325.645000000004,22913.368,0.0,78233.17300000001
2017-04 ,0.0,14870.818000000001,13947.434000000001,2859.751,8161.326,2496.1530000000002,883.137,19451.106,8252.032,1857.6999999999998,13645.0,90792.693,0.0,50702.166,9685.255,5685.039,4300.237,6893.807000000001,44296.0,0.0,1691.0,822.304,508.642,281.537,0.0,408.0,8666.0,1095.525,34613.535,36544.14,13122.762999999999,13052.0,6250.502,4502.0,2903.893,51210.30500000001,35017.242,34667.583,0.0,68615.084
2017-05 ,0.0,16224.905999999999,14528.611,2512.553,7920.073,2185.452,996.518,16798.244,6135.179999999999,2036.0,12931.0,87840.145,0.0,51850.015999999996,10945.513,5691.623,4396.912,6843.098,48090.0,0.0,1321.0,859.058,412.724,241.161,0.0,201.0,8084.0,1013.265,33710.307,36528.801999999996,13798.879,12542.0,6450.634,4769.0,3310.986,55164.278,31609.265,35810.397,0.0,68522.323
2017-06 ,0.0,15329.272,15991.66,3245.127,7907.815,1671.525,1162.798,14515.686,5543.11,1748.0,11035.0,79290.167,0.0,51724.377,12468.066,5715.291,4215.457,6776.105,53413.0,0.0,934.0,839.67,367.497,409.225,0.0,279.0,8215.0,936.78,33203.259000000005,35530.608,14097.785,12409.0,5751.466,4549.0,2993.678,60653.83,27724.243000000002,66022.551,0.0,64766.28
2017-07 ,0.0,16032.986,16987.564,3385.022,8767.238,2384.748,1641.279,13540.477,4543.593,1538.0,10887.0,83924.457,0.0,49431.438,15123.417,6252.173000000001,4328.807,7055.0470000000005,56015.0,0.0,918.0,685.979,355.03,489.267,0.0,522.0,8432.0,1185.324,31872.405,36696.962,15211.473,12702.0,5778.448,4763.0,3416.614,62893.826,29566.217,81525.12,0.0,65579.51699999999
2017-08 ,0.0,17452.335,16424.851,3324.078,8870.208999999999,2697.807,1494.4969999999998,16025.061,4885.983,1710.0,10900.0,78581.76999999999,0.0,52755.951,15497.518999999998,6191.0470000000005,4368.31,6860.039,51752.0,0.0,965.0,751.223,450.24199999999996,569.271,0.0,516.0,7207.0,1260.0810000000001,33334.833,36876.036,15451.229,12406.0,6236.132,4821.0,3416.4539999999997,58944.691,29206.059999999998,80481.59,0.0,64688.61
2017-09 ,0.0,17846.72,15692.035,0.0,8194.006,2716.131,1316.8029999999999,17680.803,5185.447999999999,1662.6,12714.0,82740.27100000001,0.0,52362.947,11918.696,5983.88,4268.052000000001,7079.879,47671.0,0.0,1247.0,836.378,473.476,636.614,0.0,447.0,7711.0,997.9769999999999,34074.948000000004,36840.059,13787.143,12040.0,6098.412,4649.0,3623.322,55051.996,29388.061,69120.596,0.0,67916.516
2017-10 ,0.0,16574.588,17153.395,0.0,8337.938,2603.55,1051.763,18847.228000000003,7746.911,1920.2,15160.0,87210.319,0.0,57704.138000000006,12141.954,6726.504,4427.685,7114.611,47858.0,0.0,1495.0,1065.936,617.303,520.7049999999999,0.0,540.0,9955.0,1184.699,37287.168,39524.439,12324.0,13135.0,6462.023999999999,4698.0,3226.7529999999997,59342.327,34164.032,67736.75200000001,26230.199999999997,75843.183
2017-11 ,0.0,17494.882999999998,17263.373,0.0,9468.946,3322.248,954.447,20248.762,8141.6,1960.0,16385.0,100217.165,0.0,58323.638,12799.89,7213.6900000000005,4422.79,7531.305,49458.0,0.0,1711.0,950.23,559.8240000000001,274.715,0.0,807.0,11311.0,1422.216,41228.676,40058.631,13808.0,13660.0,6105.271,5404.0,3360.753,63733.054000000004,38252.194,68986.571,27894.2,85433.973
2017-12 ,0.0,17213.034,19116.635,0.0,9677.064,4299.606,1087.808,18771.439,9546.920999999998,1760.0,17567.0,116496.393,0.0,60575.096,13376.682,7330.219,4605.617,8023.634,48736.0,0.0,1683.0,986.126,520.194,417.525,0.0,1107.0,11074.0,1671.3990000000001,44596.497,40788.495,14542.0,15560.0,8030.79,5419.0,3614.709,66777.32,41184.42,75188.58099999999,29674.0,88424.916
2018-01 ,2652.8579999999997,18904.764,17382.978,3889.045,9729.713,4305.156,1160.5720000000001,18801.505,9306.567,2036.0,18557.0,101643.598,2970.675,59677.575,13091.729,6917.028,4624.724,8086.558999999999,46809.0,0.0,2112.0,956.15,558.9680000000001,326.907,0.0,1191.0,10544.0,1440.579,46886.268,41344.911,15525.0,15407.0,8613.482,5977.0,3551.1270000000004,58276.365000000005,42400.879,74951.63,30366.6,86570.27799999999
2018-02 ,3164.8949999999995,16683.809,17535.047,3873.489,9217.27,4059.3599999999997,971.165,17872.437,9383.168,1880.0,17968.0,95713.63399999999,2729.571,55630.937,11895.474,6234.42,4183.264,7244.276,44826.0,0.0,1902.0,652.227,491.79499999999996,448.922,0.0,1404.0,10736.0,1664.826,44387.676,38688.068999999996,13897.0,15098.0,7672.278,5032.0,3219.326,56313.29,39869.365999999995,67071.452,28195.6,80124.274
2018-03 ,3874.3949999999995,15736.805,17779.766,4751.942,9671.365,4673.217000000001,977.6610000000001,20989.845,10667.107,2280.4,19297.0,92787.656,2924.886,59444.685000000005,12426.087,5749.874,4584.707,7821.633,48716.0,0.0,1934.0,795.0790000000001,577.052,327.014,0.0,1524.0,10234.0,1568.88,42227.502,41474.19,18021.0,15822.0,8423.2,5221.0,3760.603,60787.947,40951.258,69760.893,30460.2,85783.132
2018-04 ,3522.549,16919.918,13719.971,3243.13,7244.209,3556.458,913.9649999999999,16391.486,7753.467,1989.0,14647.0,74491.593,3147.4260000000004,51044.832,9907.269,5500.555,4347.936,7278.057,43908.0,0.0,1844.0,858.446,567.356,289.914,0.0,1017.0,9302.0,1028.988,31640.291999999998,34979.667,14191.0,12901.0,7538.779,4784.0,3066.389,54143.058000000005,33324.325,67280.79000000001,23881.8,73267.12599999999
2018-05 ,3023.193,17792.942,13418.544,3250.7529999999997,7354.764,2770.917,1137.138,17151.235,4743.234,1425.086,13262.0,74217.492,3431.8740000000003,48698.240999999995,11289.621,5003.059,4499.775000000001,7164.6990000000005,48163.0,0.0,1015.0,707.467,545.731,458.408,0.0,600.0,8509.0,948.5219999999999,30773.688000000002,35134.971,12748.0,12592.0,6664.767,4273.0,3520.581,53481.297,33713.055,68342.542,23227.2,67718.813
2018-06 ,1601.844,16506.561,13469.55,0.0,8301.318000000001,2772.3720000000003,1250.881,16131.628,4385.844,1586.0,11004.0,70442.924,3586.584,49453.323000000004,12610.081,4852.079,4261.621,6924.44,56478.0,0.0,825.0,538.109,420.801,445.245,0.0,723.0,8310.0,1079.541,29043.627,35779.263,14279.0,12442.0,6107.321,3853.0,3052.348,53254.859,28714.146,68534.357,23244.8,63633.921
2018-07 ,1708.932,14147.501999999999,14329.974,0.0,8901.064999999999,2803.458,1563.76,16522.326,4379.06,1634.0,11584.0,73550.849,3767.1240000000003,52813.678,14178.449999999999,6560.187,4392.147,7127.439,60388.0,0.0,1055.0,509.93,238.945,613.5070000000001,0.0,783.0,0.0,1099.557,28092.759000000002,38649.507,15157.0,13829.0,6315.638,4509.0,3266.779,58385.664000000004,24516.476000000002,84047.81000000001,24328.8,66087.312
2018-08 ,1745.328,12322.415,13878.604000000001,0.0,9385.822,3002.061,1522.087,16705.774,4899.6449999999995,2124.0,11682.0,66838.24900000001,2908.749,53972.521,14765.69,5933.757,4430.21,6987.5289999999995,54911.0,0.0,1285.0,623.713,328.216,621.758,0.0,777.0,8415.0,1114.875,31632.888,38373.33,14293.0,13793.0,5933.543,4579.0,3257.568,58697.191000000006,26388.434,79420.381,24245.2,65526.104999999996
2018-09 ,1468.407,13227.039,12217.366,0.0,8762.833,2348.037,1326.4859999999999,17438.76,6483.351,1692.0,12602.0,71041.302,2504.493,50960.541999999994,13137.214,6208.456,4350.066,6665.917,53900.0,0.0,1089.0,786.419,372.325,540.3530000000001,0.0,654.0,16100.742,1250.8229999999999,33593.259,36763.716,13676.0,12383.0,5434.298,4109.0,3294.2830000000004,55667.814,28254.826,72033.985,23279.6,66715.08
