date,Austria,Belgium,Bulgaria,Switzerland,Czech Republic,Germany,Denmark,Estonia,Spain,Finland,France,Great Britain,Greece,Croatia,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Netherlands,Norway,Poland,Portugal,Romania,Sweden,Slovenia,Slovakia
2015-01-01,-0.811475806451613,2.25152688172043,0.2581438172043011,-1.1762795698924733,-0.48053360215053764,1.000013440860215,2.6683924731182795,-2.388369623655914,7.407830645161291,-5.930091397849463,3.484225806451613,3.860504032258065,7.571423387096774,2.2746397849462365,0.35506317204301074,4.810715053763441,5.563025537634408,-2.1973198924731183,0.5447083333333333,-2.4468091397849463,3.109016129032258,-2.788608870967742,-0.3165228494623656,9.096120967741935,-0.8308575268817204,-0.9849798387096775,0.805494623655914,-1.2430739247311828
2015-02-01,-1.8691324404761904,2.0510714285714284,0.7411220238095237,-3.0483630952380953,-1.3089136904761904,-0.15852232142857142,1.6052827380952381,-1.774016369047619,6.878666666666667,-2.939422619047619,2.6252247023809523,3.2313988095238093,7.53814880952381,1.4917723214285714,0.7978556547619048,4.3586875,5.112358630952381,-2.308501488095238,-0.3191532738095238,-2.186598214285714,2.7232083333333335,-2.0785550595238096,-0.9156339285714287,9.091233630952381,-0.042416666666666665,-1.0792767857142858,-0.7863497023809524,-1.9982425595238094
2015-03-01,3.1728629032258064,5.430645161290323,3.8146451612903225,3.849481182795699,3.582896505376344,4.697486559139785,4.017471774193548,1.2619354838709678,10.903762096774194,-0.3944274193548387,6.9378172043010755,5.360711021505376,9.538771505376344,6.064797043010753,5.668502688172043,5.694305107526882,8.697458333333334,2.6177970430107527,4.66176747311828,2.0753763440860213,5.60609005376344,0.4353629032258064,3.966463709677419,11.732728494623656,4.347614247311828,2.017962365591398,4.434853494623656,3.610965053763441
2015-04-01,7.401744444444445,8.680648611111112,8.719247222222222,7.553756944444444,7.459043055555556,8.089295833333333,6.782629166666667,4.172894444444444,13.777415277777777,3.1757069444444443,10.711202777777778,8.212104166666666,13.001547222222221,10.284194444444445,10.232193055555555,8.077254166666666,12.078783333333334,5.8849,8.471998611111111,5.061315277777778,8.416313888888888,3.0440625,7.6377291666666665,14.505231944444445,9.12191111111111,5.345823611111111,8.770486111111111,7.725368055555556
2015-05-01,12.552173387096776,12.134362903225806,16.477701612903225,11.913712365591397,12.579736559139786,12.344438172043011,9.893995967741935,9.211314516129033,18.34830510752688,8.180274193548387,13.708110215053765,10.213809139784946,19.431629032258066,16.134126344086024,16.144126344086022,9.485833333333334,17.288306451612904,10.764861559139785,12.067633064516128,9.947146505376343,11.823834677419356,5.95254435483871,12.805122311827958,17.501276881720432,16.49208064516129,8.588518817204301,14.260329301075268,13.364573924731184
2015-06-01,16.911244444444442,15.656911111111112,18.572702777777778,16.284659722222223,16.863341666666667,16.102493055555556,13.269269444444443,13.446466666666668,22.003340277777777,12.091120833333333,17.99390277777778,13.601940277777778,22.50272222222222,19.83544861111111,20.694890277777777,12.664683333333333,21.595418055555555,14.671276388888888,16.115172222222224,14.164180555555554,15.286277777777778,9.953727777777779,16.769855555555555,20.646620833333333,20.275619444444445,12.736240277777778,18.130881944444447,17.877702777777777
2015-07-01,21.039379032258065,18.24351612903226,23.918959677419352,20.124701612903227,21.520521505376344,19.97340860215054,16.010291666666667,16.28970698924731,26.14452822580645,14.974565860215053,21.13061693548387,15.416276881720428,26.870290322580644,25.058704301075267,25.013486559139785,13.810728494623657,26.622194892473118,16.70870430107527,20.25919758064516,16.227491935483872,18.103337365591397,12.790255376344087,20.27355241935484,21.756301075268816,24.364326612903227,15.634592741935485,22.40315994623656,21.921841397849462
2015-08-01,20.72340860215054,18.59925134408602,23.6699623655914,18.399459677419355,22.57380913978495,20.382400537634407,17.551122311827957,17.85866129032258,24.046244623655912,16.16635080645161,20.197603494623657,15.550986559139783,26.814752688172042,24.110059139784944,24.901415322580643,13.6858561827957,24.645227150537632,19.09183198924731,19.944274193548388,17.77428629032258,18.50867204301075,14.075407258064516,22.73847580645161,20.98666935483871,24.021592741935482,16.537084677419355,21.451872311827955,22.71903629032258
2015-09-01,13.03579861111111,12.908044444444444,19.76595277777778,11.470611111111111,14.108020833333333,13.17649861111111,13.7215875,13.565047222222223,19.691618055555555,11.899670833333335,14.588219444444444,12.202255555555555,23.8410625,17.943205555555554,18.00922222222222,12.028536111111112,19.813330555555556,13.630480555555556,12.519191666666666,13.192894444444445,13.609627777777778,10.435055555555556,15.318820833333332,18.78998888888889,19.149619444444447,12.318865277777778,14.954386111111111,15.3361375
2015-10-01,7.500723118279569,9.368270161290322,11.042271505376345,7.607361559139785,7.797493279569893,8.223022849462366,9.718256720430107,6.134317204301075,16.2996626344086,4.619033602150538,10.855243279569892,10.36669623655914,17.3887311827957,11.193868279569891,10.054240591397848,10.754279569892473,14.705868279569891,5.036186827956989,8.080137096774195,5.293969086021506,9.899930107526881,5.548650537634408,7.323028225806451,16.741204301075268,9.775940860215053,6.959631720430108,8.895733870967742,8.103125
2015-11-01,5.459816666666667,9.071416666666666,8.509904166666667,5.414973611111111,5.1367722222222225,7.041955555555555,7.347605555555555,4.084515277777778,12.826224999999999,2.3164291666666665,9.587730555555556,8.752702777777777,14.519698611111112,7.475908333333333,6.006659722222222,9.04251388888889,10.883072222222221,3.6883097222222223,6.9372597222222225,3.8647847222222222,9.415240277777778,1.7861472222222223,4.842013888888889,13.890791666666669,6.485134722222222,4.0008875,6.116490277777777,4.559501388888889
