,REF_AREA,Reference area,Measure,Unit of measure,Economic activity,Adjustment,Transformation,TIME_PERIOD,OBS_VALUE,Observation status,UNIT_MULT,DECIMALS
3487,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-03,107.61608968007474,Normal value,0,1
3488,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-04,105.32208776840648,Normal value,0,1
3489,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-05,105.61108800924002,Normal value,0,1
3490,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-06,104.54308711923927,Normal value,0,1
3491,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-07,104.60208716840596,Normal value,0,1
3492,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-08,105.41608784673988,Normal value,0,1
3493,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-09,105.29808774840646,Normal value,0,1
3494,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-10,106.23608853007376,Normal value,0,1
3495,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-11,104.629087190906,Normal value,0,1
3496,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-12,104.32508693757244,Normal value,0,1
3497,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-01,107.33208944340788,Normal value,0,1
3498,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-02,106.62908885757405,Normal value,0,1
3499,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-03,106.16708847257374,Normal value,0,1
3500,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-04,106.44808870674058,Normal value,0,1
3501,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-05,106.7600889667408,Normal value,0,1
3502,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-06,106.12408843674,Normal value,0,1
3503,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-07,105.35608779673984,Normal value,0,1
3504,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-08,106.12708843924035,Normal value,0,1
3505,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-09,105.51208792673994,Normal value,0,1
3506,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-10,105.29208774340646,Normal value,0,1
3507,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-11,106.17308847757374,Normal value,0,1
3508,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-12,104.9790874825729,Normal value,0,1
3509,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-01,105.67908806590673,Normal value,0,1
3510,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-02,105.39208782673984,Normal value,0,1
3511,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-03,91.10907592422993,Normal value,0,1
3512,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-04,70.14305845254871,Normal value,0,1
3513,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-05,81.07706756422297,Normal value,0,1
3514,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-06,90.29007524172935,Normal value,0,1
3515,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-07,97.36608113840094,Normal value,0,1
3516,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-08,100.36408363673635,Normal value,0,1
3517,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-09,101.93008494173743,Normal value,0,1
3518,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-10,103.4010861675718,Normal value,0,1
3519,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-11,102.36108530090443,Normal value,0,1
3520,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-12,103.4070861725718,Normal value,0,1
3521,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-01,103.24108603423836,Normal value,0,1
3522,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-02,103.02208585173824,Normal value,0,1
3523,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-03,103.61408634507195,Normal value,0,1
3524,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-04,104.18008681673902,Normal value,0,1
3525,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-05,101.85408487840404,Normal value,0,1
3526,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-06,100.8380840317367,Normal value,0,1
3527,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-07,101.03208419340348,Normal value,0,1
3528,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-08,101.68108473423727,Normal value,0,1
3529,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-09,102.57408547840458,Normal value,0,1
3530,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-10,103.42008618340516,Normal value,0,1
3531,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-11,105.7400881167401,Normal value,0,1
3532,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-12,105.37908781590652,Normal value,0,1
3533,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-01,105.2580877150731,Normal value,0,1
3534,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-02,105.96708830590693,Normal value,0,1
3535,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-03,103.0630858859049,Normal value,0,1
3536,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-04,106.39108865924057,Normal value,0,1
3537,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-05,106.18908849090708,Normal value,0,1
3538,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-06,107.9680899734083,Normal value,0,1
3539,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-07,106.60208883507404,Normal value,0,1
3540,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-08,107.1970893309078,Normal value,0,1
3541,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-09,106.06808839007368,Normal value,0,1
3542,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-10,106.12108843424036,Normal value,0,1
3543,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-11,104.85708738090617,Normal value,0,1
3544,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-12,105.72408810340674,Normal value,0,1
3545,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-01,105.25708771423976,Normal value,0,1
3546,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-02,105.81208817674016,Normal value,0,1
3547,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-03,107.24208936840782,Normal value,0,1
3548,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-04,105.0290875242396,Normal value,0,1
3549,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-05,105.5430879525733,Normal value,0,1
3550,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-06,104.21808684840572,Normal value,0,1
3551,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-07,104.57908714923929,Normal value,0,1
3552,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-08,103.81308651090542,Normal value,0,1
3553,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-09,105.38108781757316,Normal value,0,1
3554,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-10,104.66708722257268,Normal value,0,1
3555,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-11,105.7780881484068,Normal value,0,1
3556,ESP,Spain,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-12,105.46208788507325,Normal value,0,1
3557,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-01,104.791267394384,Normal value,0,1
3558,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-02,106.591117406883,Normal value,0,1
3559,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-03,107.391050745771,Normal value,0,1
3560,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-04,113.190567452712,Normal value,0,1
3561,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-05,103.791350720773,Normal value,0,1
3562,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-06,105.291225731189,Normal value,0,1
3563,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-07,105.291225731189,Normal value,0,1
3564,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-08,103.791350720773,Normal value,0,1
3565,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-09,106.691109074244,Normal value,0,1
3566,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-10,106.891092408966,Normal value,0,1
3567,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-11,101.59153403883,Normal value,0,1
3568,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-12,97.591867344388,Normal value,0,1
3569,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-01,100.491625697859,Normal value,0,1
3570,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-02,96.6919423381385,Normal value,0,1
3571,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-03,94.7921006582785,Normal value,0,1
3572,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-04,91.3923839680026,Normal value,0,1
3573,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-05,96.0919923339722,Normal value,0,1
3574,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-06,97.0919090075827,Normal value,0,1
3575,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-07,99.1917340221648,Normal value,0,1
3576,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-08,98.2918090159153,Normal value,0,1
3577,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-09,97.691859011749,Normal value,0,1
3578,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-10,99.6916923589701,Normal value,0,1
3579,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-11,99.2917256895259,Normal value,0,1
3580,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-12,100.491625697859,Normal value,0,1
3581,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-01,104.591284059662,Normal value,0,1
3582,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-02,103.191400716607,Normal value,0,1
3583,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-03,104.891259061745,Normal value,0,1
3584,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-04,104.891259061745,Normal value,0,1
3585,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-05,109.790850762436,Normal value,0,1
3586,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-06,103.391384051329,Normal value,0,1
3587,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-07,101.891509040913,Normal value,0,1
3588,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-08,104.191317390217,Normal value,0,1
3589,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-09,102.991417381885,Normal value,0,1
3590,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-10,105.691192400633,Normal value,0,1
3591,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-11,106.891092408966,Normal value,0,1
3592,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-12,107.29105907841,Normal value,0,1
3593,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-01,105.791184067994,Normal value,0,1
3594,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-02,106.791100741605,Normal value,0,1
3595,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-03,106.191150737439,Normal value,0,1
3596,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-04,102.791434047163,Normal value,0,1
3597,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-05,104.191317390217,Normal value,0,1
3598,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-06,103.391384051329,Normal value,0,1
3599,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-07,105.991167402716,Normal value,0,1
3600,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-08,106.2911424048,Normal value,0,1
3601,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-09,104.191317390217,Normal value,0,1
3602,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-10,102.291475710357,Normal value,0,1
3603,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-11,102.591450712441,Normal value,0,1
3604,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-12,102.49145904508,Normal value,0,1
3605,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-01,102.891425714524,Normal value,0,1
3606,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-02,106.891092408966,Normal value,0,1
3607,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-03,103.791350720773,Normal value,0,1
3608,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-04,106.791100741605,Normal value,0,1
3609,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-05,105.39121739855,Normal value,0,1
3610,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-06,105.39121739855,Normal value,0,1
3611,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-07,101.691525706191,Normal value,0,1
3612,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-08,103.291392383968,Normal value,0,1
3613,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-09,102.49145904508,Normal value,0,1
3614,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-10,102.391467377719,Normal value,0,1
3615,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-11,103.691359053412,Normal value,0,1
3616,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-12,102.591450712441,Normal value,0,1
3617,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-01,104.291309057578,Normal value,0,1
3618,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-02,105.291225731189,Normal value,0,1
3619,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-03,107.191067411049,Normal value,0,1
3620,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-04,107.29105907841,Normal value,0,1
3621,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-05,107.091075743688,Normal value,0,1
3622,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-06,103.191400716607,Normal value,0,1
3623,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-07,100.691609032581,Normal value,0,1
3624,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-08,103.091409049246,Normal value,0,1
3625,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-09,104.791267394384,Normal value,0,1
3626,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-10,102.291475710357,Normal value,0,1
3627,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-11,104.991250729106,Normal value,0,1
3628,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-12,103.691359053412,Normal value,0,1
3629,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-01,101.091575702025,Normal value,0,1
3630,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-02,100.091659028414,Normal value,0,1
3631,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-03,98.7917673527206,Normal value,0,1
3632,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-04,104.091325722856,Normal value,0,1
3633,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-05,103.691359053412,Normal value,0,1
3634,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-06,101.991500708274,Normal value,0,1
3635,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-07,102.691442379802,Normal value,0,1
3636,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-08,102.991417381885,Normal value,0,1
3637,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-09,101.291559036747,Normal value,0,1
3638,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-10,100.191650695775,Normal value,0,1
3639,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-11,100.691609032581,Normal value,0,1
3640,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-12,100.791600699942,Normal value,0,1
3641,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-01,102.891425714524,Normal value,0,1
3642,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-02,103.49137571869,Normal value,0,1
3643,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-03,100.791600699942,Normal value,0,1
3644,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-04,98.5917840179985,Normal value,0,1
3645,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-05,97.8918423464711,Normal value,0,1
3646,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-06,100.691609032581,Normal value,0,1
3647,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-07,100.491625697859,Normal value,0,1
3648,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-08,96.9919173402216,Normal value,0,1
3649,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-09,98.5917840179985,Normal value,0,1
3650,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-10,100.891592367303,Normal value,0,1
3651,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-11,101.091575702025,Normal value,0,1
3652,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-12,98.3918006832764,Normal value,0,1
3653,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-01,100.691609032581,Normal value,0,1
3654,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-02,101.491542371469,Normal value,0,1
3655,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-03,102.591450712441,Normal value,0,1
3656,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-04,102.191484042996,Normal value,0,1
3657,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-05,100.391634030497,Normal value,0,1
3658,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-06,101.991500708274,Normal value,0,1
3659,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-07,100.491625697859,Normal value,0,1
3660,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-08,99.3917173568869,Normal value,0,1
3661,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-09,99.2917256895259,Normal value,0,1
3662,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-10,100.391634030497,Normal value,0,1
3663,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-11,103.091409049246,Normal value,0,1
3664,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-12,103.991334055495,Normal value,0,1
3665,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-01,101.191567369386,Normal value,0,1
3666,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-02,103.891342388134,Normal value,0,1
3667,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-03,102.891425714524,Normal value,0,1
3668,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-04,101.291559036747,Normal value,0,1
3669,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-05,101.391550704108,Normal value,0,1
3670,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-06,102.591450712441,Normal value,0,1
3671,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-07,101.791517373552,Normal value,0,1
3672,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-08,101.691525706191,Normal value,0,1
3673,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-09,102.49145904508,Normal value,0,1
3674,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-10,104.091325722856,Normal value,0,1
3675,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-11,104.491292392301,Normal value,0,1
3676,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-12,104.591284059662,Normal value,0,1
3677,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-01,105.191234063828,Normal value,0,1
3678,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-02,104.591284059662,Normal value,0,1
3679,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-03,105.191234063828,Normal value,0,1
3680,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-04,103.191400716607,Normal value,0,1
3681,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-05,103.391384051329,Normal value,0,1
3682,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-06,103.291392383968,Normal value,0,1
3683,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-07,101.791517373552,Normal value,0,1
3684,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-08,102.691442379802,Normal value,0,1
3685,NLD,Netherlands,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-09,102.791434047163,Normal value,0,1
