,REF_AREA,Reference area,Measure,Unit of measure,Economic activity,Adjustment,Transformation,TIME_PERIOD,OBS_VALUE,Observation status,UNIT_MULT,DECIMALS
1741,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-12,114.29522937307466,Provisional value,0,1
1742,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-01,111.6976105236866,Provisional value,0,1
1743,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-02,111.09816001998168,Provisional value,0,1
1744,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-03,110.89834318541337,Provisional value,0,1
1745,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-04,107.30164016318372,Provisional value,0,1
1746,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-05,108.40063275330944,Provisional value,0,1
1747,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-06,103.9047539755224,Provisional value,0,1
1748,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-07,110.59861793356087,Provisional value,0,1
1749,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-08,105.60319706935306,Provisional value,0,1
1750,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-09,111.29797685455,Provisional value,0,1
1751,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-10,102.30621929897592,Provisional value,0,1
1752,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-11,105.50328865206892,Provisional value,0,1
1753,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-12,99.90841728415616,Provisional value,0,1
1754,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-01,103.9047539755224,Provisional value,0,1
1755,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-02,102.30621929897592,Provisional value,0,1
1756,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-03,101.9065856298393,Provisional value,0,1
1757,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-04,102.70585296811254,Provisional value,0,1
1758,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-05,105.3034718175006,Provisional value,0,1
1759,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-06,103.7049371409541,Provisional value,0,1
1760,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-07,106.10273915577386,Provisional value,0,1
1761,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-08,106.10273915577386,Provisional value,0,1
1762,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-09,103.7049371409541,Provisional value,0,1
1763,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-10,105.50328865206892,Provisional value,0,1
1764,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-11,102.20631088169172,Provisional value,0,1
1765,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2012-12,100.80759303971358,Provisional value,0,1
1766,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-01,100.80759303971358,Provisional value,0,1
1767,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-02,99.10914994588292,Provisional value,0,1
1768,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-03,101.40704354341852,Provisional value,0,1
1769,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-04,103.005578219965,Provisional value,0,1
1770,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-05,101.10731829156605,Provisional value,0,1
1771,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-06,106.10273915577386,Provisional value,0,1
1772,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-07,98.30988260760968,Provisional value,0,1
1773,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-08,99.90841728415616,Provisional value,0,1
1774,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-09,101.00740987428188,Provisional value,0,1
1775,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-10,99.80850886687202,Provisional value,0,1
1776,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-11,96.51153109649483,Provisional value,0,1
1777,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2013-12,99.60869203230372,Provisional value,0,1
1778,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-01,97.61052368662058,Provisional value,0,1
1779,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-02,99.70860044958786,Provisional value,0,1
1780,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-03,97.61052368662058,Provisional value,0,1
1781,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-04,99.90841728415616,Provisional value,0,1
1782,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-05,105.50328865206892,Provisional value,0,1
1783,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-06,98.30988260760968,Provisional value,0,1
1784,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-07,97.41070685205226,Provisional value,0,1
1785,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-08,95.91208059278992,Provisional value,0,1
1786,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-09,97.21089001748396,Provisional value,0,1
1787,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-10,99.80850886687202,Provisional value,0,1
1788,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-11,99.30896678045124,Provisional value,0,1
1789,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2014-12,96.71134793106316,Provisional value,0,1
1790,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-01,98.20997419032553,Provisional value,0,1
1791,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-02,101.60686037798683,Provisional value,0,1
1792,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-03,101.60686037798683,Provisional value,0,1
1793,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-04,100.80759303971358,Provisional value,0,1
1794,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-05,96.21180584464238,Provisional value,0,1
1795,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-06,95.21272167180082,Provisional value,0,1
1796,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-07,97.31079843476812,Provisional value,0,1
1797,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-08,100.60777620514529,Provisional value,0,1
1798,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-09,100.40795937057696,Provisional value,0,1
1799,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-10,99.50878361501954,Provisional value,0,1
1800,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-11,102.70585296811254,Provisional value,0,1
1801,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2015-12,105.8030139039214,Provisional value,0,1
1802,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-01,102.40612771626004,Provisional value,0,1
1803,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-02,98.20997419032553,Provisional value,0,1
1804,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-03,99.60869203230372,Provisional value,0,1
1805,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-04,103.20539505453333,Provisional value,0,1
1806,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-05,101.10731829156605,Provisional value,0,1
1807,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-06,102.00649404712344,Provisional value,0,1
1808,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-07,102.90566980268083,Provisional value,0,1
1809,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-08,103.005578219965,Provisional value,0,1
1810,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-09,101.706768795271,Provisional value,0,1
1811,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-10,105.3034718175006,Provisional value,0,1
1812,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-11,104.90383814836396,Provisional value,0,1
1813,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2016-12,106.80209807676296,Provisional value,0,1
1814,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-01,107.6013654150362,Provisional value,0,1
1815,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-02,108.60044958787776,Provisional value,0,1
1816,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-03,107.50145699775204,Provisional value,0,1
1817,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-04,103.60502872366996,Provisional value,0,1
1818,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-05,107.6013654150362,Provisional value,0,1
1819,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-06,107.20173174589956,Provisional value,0,1
1820,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-07,105.40338023478476,Provisional value,0,1
1821,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-08,108.70035800516192,Provisional value,0,1
1822,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-09,104.20447922737488,Provisional value,0,1
1823,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-10,107.30164016318372,Provisional value,0,1
1824,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-11,106.40246440762633,Provisional value,0,1
1825,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2017-12,107.90109066688866,Provisional value,0,1
1826,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-01,108.10090750145696,Provisional value,0,1
1827,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-02,107.80118224960454,Provisional value,0,1
1828,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-03,108.40063275330944,Provisional value,0,1
1829,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-04,106.9020064940471,Provisional value,0,1
1830,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-05,108.90017483973024,Provisional value,0,1
1831,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-06,108.90017483973024,Provisional value,0,1
1832,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-07,109.09999167429854,Provisional value,0,1
1833,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-08,109.09999167429854,Provisional value,0,1
1834,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-09,108.00099908417282,Provisional value,0,1
1835,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-10,107.6013654150362,Provisional value,0,1
1836,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-11,112.29706102739154,Provisional value,0,1
1837,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2018-12,110.29889268170842,Provisional value,0,1
1838,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-01,111.6976105236866,Provisional value,0,1
1839,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-02,109.69944217800348,Provisional value,0,1
1840,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-03,107.50145699775204,Provisional value,0,1
1841,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-04,109.89925901257178,Provisional value,0,1
1842,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-05,108.60044958787776,Provisional value,0,1
1843,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-06,108.40063275330944,Provisional value,0,1
1844,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-07,106.40246440762633,Provisional value,0,1
1845,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-08,109.00008325701438,Provisional value,0,1
1846,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-09,109.49962534343511,Provisional value,0,1
1847,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-10,106.7021896594788,Provisional value,0,1
1848,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-11,101.40704354341852,Provisional value,0,1
1849,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2019-12,105.70310548663724,Provisional value,0,1
1850,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-01,111.79751894097072,Provisional value,0,1
1851,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-02,106.50237282491048,Provisional value,0,1
1852,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-03,107.40154858046786,Provisional value,0,1
1853,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-04,98.50969944217798,Provisional value,0,1
1854,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-05,100.00832570144031,Provisional value,0,1
1855,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-06,103.30530347181748,Provisional value,0,1
1856,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-07,106.202647573058,Provisional value,0,1
1857,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-08,105.20356340021644,Provisional value,0,1
1858,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-09,107.00191491133124,Provisional value,0,1
1859,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-10,102.90566980268083,Provisional value,0,1
1860,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-11,110.29889268170842,Provisional value,0,1
1861,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2020-12,110.39880109899256,Provisional value,0,1
1862,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-01,115.793855632337,Provisional value,0,1
1863,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-02,110.79843476812918,Provisional value,0,1
1864,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-03,113.2961452002331,Provisional value,0,1
1865,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-04,120.38964282740818,Provisional value,0,1
1866,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-05,113.89559570393804,Provisional value,0,1
1867,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-06,112.79660311381232,Provisional value,0,1
1868,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-07,115.69394721505284,Provisional value,0,1
1869,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-08,116.6930313878944,Provisional value,0,1
1870,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-09,119.09083340271414,Provisional value,0,1
1871,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-10,120.08991757555572,Provisional value,0,1
1872,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-11,120.08991757555572,Provisional value,0,1
1873,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2021-12,120.68936807926065,Provisional value,0,1
1874,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-01,115.49413038048452,Provisional value,0,1
1875,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-02,117.29248189159937,Provisional value,0,1
1876,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-03,123.38689534593288,Provisional value,0,1
1877,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-04,115.39422196320037,Provisional value,0,1
1878,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-05,118.6911997335775,Provisional value,0,1
1879,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-06,123.486803763217,Provisional value,0,1
1880,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-07,124.6857047706269,Provisional value,0,1
1881,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-08,123.5867121805012,Provisional value,0,1
1882,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-09,118.0917492298726,Provisional value,0,1
1883,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-10,116.2933977187578,Provisional value,0,1
1884,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-11,119.09083340271414,Provisional value,0,1
1885,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2022-12,119.09083340271414,Provisional value,0,1
1886,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-01,117.49229872616765,Provisional value,0,1
1887,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-02,123.38689534593288,Provisional value,0,1
1888,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-03,123.5867121805012,Provisional value,0,1
1889,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-04,120.88918491382896,Provisional value,0,1
1890,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-05,121.2888185829656,Provisional value,0,1
1891,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-06,119.59037548913491,Provisional value,0,1
1892,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-07,122.187994338523,Provisional value,0,1
1893,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-08,123.486803763217,Provisional value,0,1
1894,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-09,120.7892764965448,Provisional value,0,1
1895,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-10,128.08259095828816,Provisional value,0,1
1896,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-11,122.78744484222794,Provisional value,0,1
1897,GRC,Greece,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2023-12,123.68662059778532,Provisional value,0,1
1898,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-01,119.14044841247,Normal value,0,1
1899,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-02,119.448304868316,Normal value,0,1
1900,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-03,118.216879044931,Normal value,0,1
1901,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-04,117.703784951854,Normal value,0,1
1902,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-05,118.319497863547,Normal value,0,1
1903,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-06,115.13831448647,Normal value,0,1
1904,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-07,115.13831448647,Normal value,0,1
1905,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-08,110.930942923238,Normal value,0,1
1906,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-09,112.367606383854,Normal value,0,1
1907,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-10,109.904754737085,Normal value,0,1
1908,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-11,102.824056252622,Normal value,0,1
1909,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2008-12,94.5119319447758,Normal value,0,1
1910,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-01,86.9181393672368,Normal value,0,1
1911,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-02,79.632203245544,Normal value,0,1
1912,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-03,80.3505349758517,Normal value,0,1
1913,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-04,83.839574808775,Normal value,0,1
1914,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-05,86.9181393672368,Normal value,0,1
1915,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-06,88.3548028278523,Normal value,0,1
1916,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-07,89.3809910140062,Normal value,0,1
1917,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-08,90.7150356560063,Normal value,0,1
1918,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-09,93.4857437586218,Normal value,0,1
1919,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-10,96.0512142240066,Normal value,0,1
1920,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-11,98.0009717776991,Normal value,0,1
1921,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2009-12,98.8219223266222,Normal value,0,1
1922,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-01,101.079536336161,Normal value,0,1
1923,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-02,101.387392792007,Normal value,0,1
1924,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-03,101.695249247853,Normal value,0,1
1925,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-04,102.926675071238,Normal value,0,1
1926,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-05,102.516199796776,Normal value,0,1
1927,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-06,101.900486885084,Normal value,0,1
1928,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-07,103.131912708469,Normal value,0,1
1929,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-08,103.645006801546,Normal value,0,1
1930,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-09,104.979051443546,Normal value,0,1
1931,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-10,102.003105703699,Normal value,0,1
1932,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-11,103.747625620161,Normal value,0,1
1933,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2010-12,104.055482076007,Normal value,0,1
1934,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-01,104.773813806315,Normal value,0,1
1935,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-02,105.184289080777,Normal value,0,1
1936,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-03,88.560040465083,Normal value,0,1
1937,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-04,90.2019415629294,Normal value,0,1
1938,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-05,96.153833042622,Normal value,0,1
1939,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-06,100.053348150007,Normal value,0,1
1940,JPN,Japan,Production volume,Index,Industry (except construction),Calendar and seasonally adjusted,Not applicable,2011-07,100.976917517545,Normal value,0,1
