date,Electricity import (GWh),Electricity generated from natural gas GWh,Total electricity generated GWh,Fraction of electricity generated by gas,Gas produced Mm3,Gas consumed Mm3,Gas exported Mm3,Gas imported Mm3,Total Gas Stocks Mm3,Average Temperature (°C),to Albania,to Austria,to Slovenia,to Switzerland,from Albania,from Austria,from Croatia,from Libya,from Liquefied Natural Gas,from Slovenia,from Switzerland,from Tunisia
2021-11-01,2746.0,,24567.0,,283.0,7633.0,199.0,5927.0,14408.142857142857,,10.0,88.0,0.0,96.0,788.0,2069.0,1.0,291.0,622.0,2.0,106.0,1922.0
2021-12-01,2875.0,0.0,25465.0,0.0,289.0,9711.0,249.0,7126.0,12099.47619047619,,0.0,112.0,1.0,132.0,0.0,2772.0,0.0,208.0,628.0,18.0,612.0,1943.0
2022-01-01,3184.0,13974.597,25045.0,0.5579795168696347,279.0,9733.0,180.0,6469.0,9228.357142857143,,9.0,105.0,1.0,65.0,734.0,1589.0,0.0,227.0,1002.0,10.0,864.0,1918.0
2022-02-01,3923.0,12119.599,22330.0,0.542749619346171,262.0,7672.0,145.0,5548.0,7407.7380952380945,,9.0,84.0,0.0,52.0,710.0,1332.0,1.0,111.0,919.0,0.0,590.0,1782.0
2022-03-01,3719.0,13364.374,24373.0,0.5483270011898412,280.0,7970.0,582.0,6682.0,5965.380952380952,,2.0,358.0,9.0,214.0,863.0,1986.0,1.0,162.0,1074.0,0.0,266.0,1934.0
2022-04-01,3832.0,9950.207,21252.0,0.4682009693205345,268.0,5268.0,302.0,6435.0,6993.166666666667,,14.0,236.0,3.0,49.0,895.0,1190.0,1.0,254.0,1214.0,0.0,726.0,1899.0
2022-05-01,4774.0,9732.14,21584.0,0.4508960340993328,276.0,4199.0,257.0,6639.0,9223.833333333332,,7.0,229.0,4.0,18.0,904.0,1053.0,1.0,239.0,1238.0,0.0,905.0,2050.0
2022-06-01,4064.0,11848.62,24245.0,0.4887036502371623,272.0,4232.0,369.0,5925.0,10671.642857142857,,10.0,318.0,12.0,30.0,918.0,681.0,3.0,198.0,1408.0,2.0,431.0,1947.0
2022-07-01,4956.0,11814.371,26611.0,0.4439656908797114,282.0,4443.0,215.0,6945.0,13002.095238095237,,9.0,181.0,3.0,23.0,924.0,1042.0,3.0,199.0,1451.0,3.0,1410.0,1703.0
2022-08-01,3159.0,12086.751,23416.0,0.516174880423642,281.0,3810.0,281.0,5567.0,14595.92857142857,,4.0,273.0,1.0,3.0,837.0,809.0,3.0,194.0,787.0,0.0,687.0,1951.0
2022-09-01,3897.0,12104.807,22650.0,0.5344285651214128,277.0,4034.0,415.0,5610.0,15900.404761904761,,7.0,351.0,17.0,47.0,923.0,443.0,3.0,185.0,1098.0,0.0,452.0,2148.0
2022-10-01,4008.0,11839.858,21410.0,0.5530059785147128,287.0,4235.0,669.0,5436.0,16643.35714285714,,0.0,195.0,55.0,33.0,920.0,29.0,3.0,284.0,1359.0,0.0,453.0,2002.0
2022-11-01,4552.0,11282.657,20972.0,0.537986696547778,284.0,5578.0,642.0,5190.0,15966.619047619046,,0.0,93.0,69.0,36.0,851.0,149.0,3.0,272.0,1265.0,0.0,280.0,1920.0
2022-12-01,3323.0,12791.232,22485.0,0.5688784523015343,280.0,7372.0,535.0,5957.0,14451.690476190475,,29.0,290.0,34.0,162.0,802.0,459.0,3.0,295.0,1459.0,7.0,346.0,2302.0
2023-01-01,5080.0,11928.0,21637.0,0.5512779035910709,280.0,7524.0,221.0,5491.0,11785.599999999999,,58.0,95.0,36.0,32.0,852.0,715.0,3.0,211.0,1302.0,0.0,977.0,1354.0
2023-02-01,4943.0,11032.0,20336.0,0.542486231313926,238.0,7071.0,129.0,4955.0,9964.964285714286,,24.0,54.0,29.0,22.0,701.0,348.0,3.0,190.0,1255.0,0.0,831.0,1593.0
2023-03-01,4445.0,10918.0,22047.0,0.4952147684492221,261.0,5884.0,276.0,5619.0,9710.964285714284,,39.0,128.0,43.0,66.0,898.0,233.0,3.0,271.0,1585.0,1.0,528.0,2049.0
2023-04-01,5006.0,8171.0,18636.0,0.438452457608929,245.0,4621.0,222.0,5876.0,10870.292857142855,,5.0,148.0,40.0,29.0,860.0,258.0,3.0,251.0,1431.0,2.0,523.0,2517.0
2023-05-01,4615.0,7788.0,20080.0,0.3878486055776892,248.0,3814.0,158.0,5518.0,12497.70714285714,,4.0,112.0,33.0,9.0,806.0,261.0,3.0,242.0,1375.0,1.0,932.0,1836.0
2023-06-01,3546.0,9183.0,22214.0,0.4133879535428108,237.0,3649.0,193.0,4967.0,13733.235714285714,,2.0,146.0,36.0,9.0,134.0,109.0,3.0,8.0,1478.0,784.0,532.0,2028.0
2023-07-01,4651.0,12181.0,25774.0,0.4726080546286956,251.0,4278.0,198.0,5273.0,14683.921428571426,,1.0,152.0,36.0,9.0,119.0,105.0,3.0,5.0,1590.0,807.0,648.0,1998.0
2023-08-01,3657.0,9425.0,22321.0,0.4222481071636575,248.0,3413.0,480.0,4702.0,15642.771428571428,,1.0,306.0,36.0,138.0,71.0,53.0,3.0,5.0,1466.0,823.0,242.0,2092.0
2023-09-01,3908.0,10326.0,22256.0,0.4639647735442128,246.0,4146.0,124.0,4687.0,16244.207142857142,,1.0,142.0,32.0,77.0,125.0,99.0,3.0,2.0,1270.0,841.0,177.0,2270.0
2023-10-01,4987.0,9532.0,20770.0,0.4589311506981223,253.0,4335.0,162.0,4865.0,16807.542857142857,,1.0,60.0,36.0,41.0,70.0,68.0,3.0,8.0,1215.0,923.0,449.0,1872.0
2023-11-01,4810.0,8484.0,20469.0,0.4144804338267624,240.0,5744.0,211.0,4814.0,15990.20714285714,,2.0,142.0,35.0,33.0,882.0,40.0,3.0,289.0,1542.0,2.0,797.0,1650.0
2023-12-01,4924.0,9749.0,20483.0,0.4759556705560709,240.0,7235.0,117.0,4836.0,13925.549999999997,,7.0,59.0,28.0,23.0,804.0,197.0,2.0,167.0,1532.0,5.0,322.0,1782.0
2024-01-01,,,,,250.0,7799.0,90.0,4583.0,11153.321428571428,,11.0,21.0,28.0,30.0,878.0,218.0,2.0,163.0,1315.0,1.0,518.0,1417.0
